request;permission;role;Candidate_Roles
"""I need to read the eligible members of Microsoft Entra roles.""";microsoft.directory/directoryRoles/eligibleMembers/read;Directory Readers;Directory Readers(54)
"""I need to read application role assignments of groups.""";microsoft.directory/groups/appRoleAssignments/read;Directory Readers;Directory Readers(54)
"""I need to read application role assignments of groups.""";microsoft.directory/groups/appRoleAssignments/read;Directory Readers;Directory Readers(54)
"""I need to read application role assignments of groups.""";microsoft.directory/groups/appRoleAssignments/read;Directory Readers;Directory Readers(54)
"""I need to read application role assignments of groups.""";microsoft.directory/groups/appRoleAssignments/read;Directory Readers;Directory Readers(54)
"""I need to read application role assignments of groups.""";microsoft.directory/groups/appRoleAssignments/read;Directory Readers;Directory Readers(54)
"""I need to read all properties for Defender for Cloud Apps.""";microsoft.office365.protectionCenter/allEntities/allProperties/read;Global Reader;Global Reader(95)
"""I need to read all properties for Defender for Cloud Apps.""";microsoft.office365.protectionCenter/allEntities/allProperties/read;Global Reader;Global Reader(95)
"""I need to read all properties for Defender for Cloud Apps.""";microsoft.office365.protectionCenter/allEntities/allProperties/read;Global Reader;Global Reader(95)
"""I need to read all properties for Defender for Cloud Apps.""";microsoft.office365.protectionCenter/allEntities/allProperties/read;Global Reader;Global Reader(95)
"""I need to read all properties for Defender for Cloud Apps.""";microsoft.office365.protectionCenter/allEntities/allProperties/read;Global Reader;Global Reader(95)
"""I need to manage all aspects of Microsoft 365 Backup.""";microsoft.backup/allEntities/allProperties/allTasks;Global Administrator;Global Administrator(205), Microsoft 365 Backup Administrator(8)
"""I need to manage all aspects of Microsoft 365 Backup.""";microsoft.backup/allEntities/allProperties/allTasks;Global Administrator;Global Administrator(205), Microsoft 365 Backup Administrator(8)
"""I need to manage all aspects of Microsoft 365 Backup.""";microsoft.backup/allEntities/allProperties/allTasks;Global Administrator;Global Administrator(205), Microsoft 365 Backup Administrator(8)
"""I need to manage all aspects of Microsoft 365 Backup.""";microsoft.backup/allEntities/allProperties/allTasks;Global Administrator;Global Administrator(205), Microsoft 365 Backup Administrator(8)
"""I need to manage all aspects of Microsoft 365 Backup.""";microsoft.backup/allEntities/allProperties/allTasks;Global Administrator;Global Administrator(205), Microsoft 365 Backup Administrator(8)
"""I need to read and update what's new messages visibility.""";microsoft.office365.organizationalMessages/allEntities/allProperties/update;Organizational Messages Approver;Organizational Messages Approver(3)
"""I need to read and update what's new messages visibility.""";microsoft.office365.organizationalMessages/allEntities/allProperties/update;Organizational Messages Approver;Organizational Messages Approver(3)
"""I need to read and update what's new messages visibility.""";microsoft.office365.organizationalMessages/allEntities/allProperties/update;Organizational Messages Approver;Organizational Messages Approver(3)
"""I need to read and update what's new messages visibility.""";microsoft.office365.organizationalMessages/allEntities/allProperties/update;Organizational Messages Approver;Organizational Messages Approver(3)
"""I need to read and update what's new messages visibility.""";microsoft.office365.organizationalMessages/allEntities/allProperties/update;Organizational Messages Approver;Organizational Messages Approver(3)
"""I need to update extension properties on applications.""";microsoft.directory/applications/extensionProperty/update;NONE;NONE
"""I need to update extension properties on applications.""";microsoft.directory/applications/extensionProperty/update;NONE;NONE
"""I need to update extension properties on applications.""";microsoft.directory/applications/extensionProperty/update;NONE;NONE
"""I need to update extension properties on applications.""";microsoft.directory/applications/extensionProperty/update;NONE;NONE
"""I need to update extension properties on applications.""";microsoft.directory/applications/extensionProperty/update;NONE;NONE
"""I need to update Microsoft Entra B2B collaboration settings of cross-tenant access policy for partners.""";microsoft.directory/crossTenantAccessPolicy/partners/b2bCollaboration/update;Global Administrator;Global Administrator(205), Security Administrator(80)
"""I need to update Microsoft Entra B2B collaboration settings of cross-tenant access policy for partners.""";microsoft.directory/crossTenantAccessPolicy/partners/b2bCollaboration/update;Global Administrator;Global Administrator(205), Security Administrator(80)
"""I need to update Microsoft Entra B2B collaboration settings of cross-tenant access policy for partners.""";microsoft.directory/crossTenantAccessPolicy/partners/b2bCollaboration/update;Global Administrator;Global Administrator(205), Security Administrator(80)
"""I need to update Microsoft Entra B2B collaboration settings of cross-tenant access policy for partners.""";microsoft.directory/crossTenantAccessPolicy/partners/b2bCollaboration/update;Global Administrator;Global Administrator(205), Security Administrator(80)
"""I need to update Microsoft Entra B2B collaboration settings of cross-tenant access policy for partners.""";microsoft.directory/crossTenantAccessPolicy/partners/b2bCollaboration/update;Global Administrator;Global Administrator(205), Security Administrator(80)
"""I need to read the group memberships on service principals.""";microsoft.directory/servicePrincipals/memberOf/read;Directory Readers;Directory Readers(54)
"""I need to read the group memberships on service principals.""";microsoft.directory/servicePrincipals/memberOf/read;Directory Readers;Directory Readers(54)
"""I need to read the group memberships on service principals.""";microsoft.directory/servicePrincipals/memberOf/read;Directory Readers;Directory Readers(54)
"""I need to read the group memberships on service principals.""";microsoft.directory/servicePrincipals/memberOf/read;Directory Readers;Directory Readers(54)
"""I need to read the group memberships on service principals.""";microsoft.directory/servicePrincipals/memberOf/read;Directory Readers;Directory Readers(54)
"""I need to disable devices in Microsoft Entra ID.""";microsoft.directory/devices/disable;Intune Administrator;Intune Administrator(37), Windows 365 Administrator(27), Cloud Device Administrator(19)
"""I need to disable devices in Microsoft Entra ID.""";microsoft.directory/devices/disable;Intune Administrator;Intune Administrator(37), Windows 365 Administrator(27), Cloud Device Administrator(19)
"""I need to disable devices in Microsoft Entra ID.""";microsoft.directory/devices/disable;Intune Administrator;Intune Administrator(37), Windows 365 Administrator(27), Cloud Device Administrator(19)
"""I need to disable devices in Microsoft Entra ID.""";microsoft.directory/devices/disable;Intune Administrator;Intune Administrator(37), Windows 365 Administrator(27), Cloud Device Administrator(19)
"""I need to disable devices in Microsoft Entra ID.""";microsoft.directory/devices/disable;Intune Administrator;Intune Administrator(37), Windows 365 Administrator(27), Cloud Device Administrator(19)
"""I need to update basic properties on Security groups, excluding role-assignable groups.""";microsoft.directory/groups/basic/update;User Administrator;User Administrator(54), Directory Writers(41), Groups Administrator(22)
"""I need to update basic properties on Security groups, excluding role-assignable groups.""";microsoft.directory/groups/basic/update;User Administrator;User Administrator(54), Directory Writers(41), Groups Administrator(22)
"""I need to update basic properties on Security groups, excluding role-assignable groups.""";microsoft.directory/groups/basic/update;User Administrator;User Administrator(54), Directory Writers(41), Groups Administrator(22)
"""I need to update basic properties on Security groups, excluding role-assignable groups.""";microsoft.directory/groups/basic/update;User Administrator;User Administrator(54), Directory Writers(41), Groups Administrator(22)
"""I need to update basic properties on Security groups, excluding role-assignable groups.""";microsoft.directory/groups/basic/update;User Administrator;User Administrator(54), Directory Writers(41), Groups Administrator(22)
"""I need to update all application proxy properties.""";microsoft.directory/applications/allProperties/allTasks;Global Administrator;Global Administrator(205)
"""I need to update all application proxy properties.""";microsoft.directory/applications/allProperties/allTasks;Global Administrator;Global Administrator(205)
"""I need to update all application proxy properties.""";microsoft.directory/applications/allProperties/allTasks;Global Administrator;Global Administrator(205)
"""I need to update all application proxy properties.""";microsoft.directory/applications/allProperties/allTasks;Global Administrator;Global Administrator(205)
"""I need to update all application proxy properties.""";microsoft.directory/applications/allProperties/allTasks;Global Administrator;Global Administrator(205)
"""I need to manage all aspects of Microsoft Edge.""";NONE;NONE;NONE
"""I need to manage all aspects of Microsoft Edge.""";NONE;NONE;NONE
"""I need to manage all aspects of Microsoft Edge.""";NONE;NONE;NONE
"""I need to manage all aspects of Microsoft Edge.""";NONE;NONE;NONE
"""I need to manage all aspects of Microsoft Edge.""";NONE;NONE;NONE
"""I need to read all properties of printers in Microsoft Print.""";microsoft.print/printers/allProperties/read;NONE;NONE
"""I need to read all properties of printers in Microsoft Print.""";microsoft.print/printers/allProperties/read;NONE;NONE
"""I need to read all properties of printers in Microsoft Print.""";microsoft.print/printers/allProperties/read;NONE;NONE
"""I need to read all properties of printers in Microsoft Print.""";microsoft.print/printers/allProperties/read;NONE;NONE
"""I need to read all properties of printers in Microsoft Print.""";microsoft.print/printers/allProperties/read;NONE;NONE
"""I need to read all properties of access reviews of all reviewable resources in Microsoft Entra ID.""";microsoft.directory/accessReviews/definitions.all/allProperties/read;NONE;NONE
"""I need to read all properties of access reviews of all reviewable resources in Microsoft Entra ID.""";microsoft.directory/accessReviews/definitions.all/allProperties/read;NONE;NONE
"""I need to read all properties of access reviews of all reviewable resources in Microsoft Entra ID.""";microsoft.directory/accessReviews/definitions.all/allProperties/read;NONE;NONE
"""I need to read all properties of access reviews of all reviewable resources in Microsoft Entra ID.""";microsoft.directory/accessReviews/definitions.all/allProperties/read;NONE;NONE
"""I need to read all properties of access reviews of all reviewable resources in Microsoft Entra ID.""";microsoft.directory/accessReviews/definitions.all/allProperties/read;NONE;NONE
"""I need to update applicationsverification property.""";NONE;NONE;NONE
"""I need to update applicationsverification property.""";NONE;NONE;NONE
"""I need to update applicationsverification property.""";NONE;NONE;NONE
"""I need to update applicationsverification property.""";NONE;NONE;NONE
"""I need to update applicationsverification property.""";NONE;NONE;NONE
"""I need to manage all aspects of Power Apps.""";microsoft.powerApps/allEntities/allTasks;Global Administrator;Global Administrator(205), Power Platform Administrator(8)
"""I need to manage all aspects of Power Apps.""";microsoft.powerApps/allEntities/allTasks;Global Administrator;Global Administrator(205), Power Platform Administrator(8)
"""I need to manage all aspects of Power Apps.""";microsoft.powerApps/allEntities/allTasks;Global Administrator;Global Administrator(205), Power Platform Administrator(8)
"""I need to manage all aspects of Power Apps.""";microsoft.powerApps/allEntities/allTasks;Global Administrator;Global Administrator(205), Power Platform Administrator(8)
"""I need to manage all aspects of Power Apps.""";microsoft.powerApps/allEntities/allTasks;Global Administrator;Global Administrator(205), Power Platform Administrator(8)
"""I need to read and configure key sets in Azure Active Directory B2C.""";microsoft.directory/b2cTrustFrameworkKeySet/allProperties/allTasks;B2C IEF Keyset Administrator;B2C IEF Keyset Administrator(1)
"""I need to read and configure key sets in Azure Active Directory B2C.""";microsoft.directory/b2cTrustFrameworkKeySet/allProperties/allTasks;B2C IEF Keyset Administrator;B2C IEF Keyset Administrator(1)
"""I need to read and configure key sets in Azure Active Directory B2C.""";microsoft.directory/b2cTrustFrameworkKeySet/allProperties/allTasks;B2C IEF Keyset Administrator;B2C IEF Keyset Administrator(1)
"""I need to read and configure key sets in Azure Active Directory B2C.""";microsoft.directory/b2cTrustFrameworkKeySet/allProperties/allTasks;B2C IEF Keyset Administrator;B2C IEF Keyset Administrator(1)
"""I need to read and configure key sets in Azure Active Directory B2C.""";microsoft.directory/b2cTrustFrameworkKeySet/allProperties/allTasks;B2C IEF Keyset Administrator;B2C IEF Keyset Administrator(1)
"""I need to read aspects of Microsoft Graph Data Connect.""";microsoft.graph.dataConnect/allEntities/allProperties/read;Global Reader;Global Reader(95)
"""I need to read aspects of Microsoft Graph Data Connect.""";microsoft.graph.dataConnect/allEntities/allProperties/read;Global Reader;Global Reader(95)
"""I need to read aspects of Microsoft Graph Data Connect.""";microsoft.graph.dataConnect/allEntities/allProperties/read;Global Reader;Global Reader(95)
"""I need to read aspects of Microsoft Graph Data Connect.""";microsoft.graph.dataConnect/allEntities/allProperties/read;Global Reader;Global Reader(95)
"""I need to read aspects of Microsoft Graph Data Connect.""";microsoft.graph.dataConnect/allEntities/allProperties/read;Global Reader;Global Reader(95)
"""I need to delete application policies.""";microsoft.directory/policies/allProperties/allTasks;Global Administrator;Global Administrator(205)
"""I need to delete application policies.""";microsoft.directory/policies/allProperties/allTasks;Global Administrator;Global Administrator(205)
"""I need to delete application policies.""";microsoft.directory/policies/allProperties/allTasks;Global Administrator;Global Administrator(205)
"""I need to delete application policies.""";microsoft.directory/policies/allProperties/allTasks;Global Administrator;Global Administrator(205)
"""I need to delete application policies.""";microsoft.directory/policies/allProperties/allTasks;Global Administrator;Global Administrator(205)
"""I need to read provisioning settings associated with the application object.""";microsoft.directory/applications/synchronization/standard/read;Global Administrator;Global Administrator(205), Global Reader(95), Application Administrator(72), Cloud Application Administrator(60), Hybrid Identity Administrator(60)
"""I need to read provisioning settings associated with the application object.""";microsoft.directory/applications/synchronization/standard/read;Global Administrator;Global Administrator(205), Global Reader(95), Application Administrator(72), Cloud Application Administrator(60), Hybrid Identity Administrator(60)
"""I need to read provisioning settings associated with the application object.""";microsoft.directory/applications/synchronization/standard/read;Global Administrator;Global Administrator(205), Global Reader(95), Application Administrator(72), Cloud Application Administrator(60), Hybrid Identity Administrator(60)
"""I need to read provisioning settings associated with the application object.""";microsoft.directory/applications/synchronization/standard/read;Global Administrator;Global Administrator(205), Global Reader(95), Application Administrator(72), Cloud Application Administrator(60), Hybrid Identity Administrator(60)
"""I need to read provisioning settings associated with the application object.""";microsoft.directory/applications/synchronization/standard/read;Global Administrator;Global Administrator(205), Global Reader(95), Application Administrator(72), Cloud Application Administrator(60), Hybrid Identity Administrator(60)
"""I need to update tags of applications.""";NONE;NONE;NONE
"""I need to update tags of applications.""";NONE;NONE;NONE
"""I need to update tags of applications.""";NONE;NONE;NONE
"""I need to update tags of applications.""";NONE;NONE;NONE
"""I need to update tags of applications.""";NONE;NONE;NONE
"""I need to create IoT Device from Internet of Things (IoT) device templates.""";microsoft.directory/deviceTemplates/createDeviceFromTemplate;IoT Device Administrator;IoT Device Administrator(10)
"""I need to create IoT Device from Internet of Things (IoT) device templates.""";microsoft.directory/deviceTemplates/createDeviceFromTemplate;IoT Device Administrator;IoT Device Administrator(10)
"""I need to create IoT Device from Internet of Things (IoT) device templates.""";microsoft.directory/deviceTemplates/createDeviceFromTemplate;IoT Device Administrator;IoT Device Administrator(10)
"""I need to create IoT Device from Internet of Things (IoT) device templates.""";microsoft.directory/deviceTemplates/createDeviceFromTemplate;IoT Device Administrator;IoT Device Administrator(10)
"""I need to create IoT Device from Internet of Things (IoT) device templates.""";microsoft.directory/deviceTemplates/createDeviceFromTemplate;IoT Device Administrator;IoT Device Administrator(10)
"""I need to update basic policies for users.""";microsoft.directory/users/basic/update;User Administrator;User Administrator(54), Partner Tier2 Support(45), Directory Writers(41), Partner Tier1 Support(39), Intune Administrator(37), Privileged Authentication Administrator(20), Authentication Administrator(19)
"""I need to update basic policies for users.""";microsoft.directory/users/basic/update;User Administrator;User Administrator(54), Partner Tier2 Support(45), Directory Writers(41), Partner Tier1 Support(39), Intune Administrator(37), Privileged Authentication Administrator(20), Authentication Administrator(19)
"""I need to update basic policies for users.""";microsoft.directory/users/basic/update;User Administrator;User Administrator(54), Partner Tier2 Support(45), Directory Writers(41), Partner Tier1 Support(39), Intune Administrator(37), Privileged Authentication Administrator(20), Authentication Administrator(19)
"""I need to update basic policies for users.""";microsoft.directory/users/basic/update;User Administrator;User Administrator(54), Partner Tier2 Support(45), Directory Writers(41), Partner Tier1 Support(39), Intune Administrator(37), Privileged Authentication Administrator(20), Authentication Administrator(19)
"""I need to update basic policies for users.""";microsoft.directory/users/basic/update;User Administrator;User Administrator(54), Partner Tier2 Support(45), Directory Writers(41), Partner Tier1 Support(39), Intune Administrator(37), Privileged Authentication Administrator(20), Authentication Administrator(19)
"""I need to manage all aspects of Desktop Analytics.""";microsoft.office365.desktopAnalytics/allEntities/allTasks;Global Administrator;Global Administrator(205), Desktop Analytics Administrator(4)
"""I need to manage all aspects of Desktop Analytics.""";microsoft.office365.desktopAnalytics/allEntities/allTasks;Global Administrator;Global Administrator(205), Desktop Analytics Administrator(4)
"""I need to manage all aspects of Desktop Analytics.""";microsoft.office365.desktopAnalytics/allEntities/allTasks;Global Administrator;Global Administrator(205), Desktop Analytics Administrator(4)
"""I need to manage all aspects of Desktop Analytics.""";microsoft.office365.desktopAnalytics/allEntities/allTasks;Global Administrator;Global Administrator(205), Desktop Analytics Administrator(4)
"""I need to manage all aspects of Desktop Analytics.""";microsoft.office365.desktopAnalytics/allEntities/allTasks;Global Administrator;Global Administrator(205), Desktop Analytics Administrator(4)
"""I need to read all data in the Call Quality Dashboard (CQD).""";NONE;NONE;NONE
"""I need to read all data in the Call Quality Dashboard (CQD).""";NONE;NONE;NONE
"""I need to read all data in the Call Quality Dashboard (CQD).""";NONE;NONE;NONE
"""I need to read all data in the Call Quality Dashboard (CQD).""";NONE;NONE;NONE
"""I need to read all data in the Call Quality Dashboard (CQD).""";NONE;NONE;NONE
"""I need to read reports of attack simulation, responses, and associated training.""";microsoft.office365.protectionCenter/attackSimulator/reports/allProperties/read;Security Administrator;Security Administrator(80), Security Reader(32), Attack Simulation Administrator(3), Attack Payload Author(2)
"""I need to read reports of attack simulation, responses, and associated training.""";microsoft.office365.protectionCenter/attackSimulator/reports/allProperties/read;Security Administrator;Security Administrator(80), Security Reader(32), Attack Simulation Administrator(3), Attack Payload Author(2)
"""I need to read reports of attack simulation, responses, and associated training.""";microsoft.office365.protectionCenter/attackSimulator/reports/allProperties/read;Security Administrator;Security Administrator(80), Security Reader(32), Attack Simulation Administrator(3), Attack Payload Author(2)
"""I need to read reports of attack simulation, responses, and associated training.""";microsoft.office365.protectionCenter/attackSimulator/reports/allProperties/read;Security Administrator;Security Administrator(80), Security Reader(32), Attack Simulation Administrator(3), Attack Payload Author(2)
"""I need to read reports of attack simulation, responses, and associated training.""";microsoft.office365.protectionCenter/attackSimulator/reports/allProperties/read;Security Administrator;Security Administrator(80), Security Reader(32), Attack Simulation Administrator(3), Attack Payload Author(2)
"""I need to read and update all properties for an organization.""";microsoft.directory/organization/allProperties/allTasks;Global Administrator;Global Administrator(205)
"""I need to read and update all properties for an organization.""";microsoft.directory/organization/allProperties/allTasks;Global Administrator;Global Administrator(205)
"""I need to read and update all properties for an organization.""";microsoft.directory/organization/allProperties/allTasks;Global Administrator;Global Administrator(205)
"""I need to read and update all properties for an organization.""";microsoft.directory/organization/allProperties/allTasks;Global Administrator;Global Administrator(205)
"""I need to read and update all properties for an organization.""";microsoft.directory/organization/allProperties/allTasks;Global Administrator;Global Administrator(205)
"""I need to manage all aspects of Office 365 billing.""";microsoft.commerce.billing/allEntities/allProperties/allTasks;Global Administrator;Global Administrator(205), Billing Administrator(7)
"""I need to manage all aspects of Office 365 billing.""";microsoft.commerce.billing/allEntities/allProperties/allTasks;Global Administrator;Global Administrator(205), Billing Administrator(7)
"""I need to manage all aspects of Office 365 billing.""";microsoft.commerce.billing/allEntities/allProperties/allTasks;Global Administrator;Global Administrator(205), Billing Administrator(7)
"""I need to manage all aspects of Office 365 billing.""";microsoft.commerce.billing/allEntities/allProperties/allTasks;Global Administrator;Global Administrator(205), Billing Administrator(7)
"""I need to manage all aspects of Office 365 billing.""";microsoft.commerce.billing/allEntities/allProperties/allTasks;Global Administrator;Global Administrator(205), Billing Administrator(7)
"""I need to read basic properties on OAuth 2.0 permission grants.""";microsoft.directory/oAuth2PermissionGrants/standard/read;Directory Readers;Directory Readers(54)
"""I need to read basic properties on OAuth 2.0 permission grants.""";microsoft.directory/oAuth2PermissionGrants/standard/read;Directory Readers;Directory Readers(54)
"""I need to read basic properties on OAuth 2.0 permission grants.""";microsoft.directory/oAuth2PermissionGrants/standard/read;Directory Readers;Directory Readers(54)
"""I need to read basic properties on OAuth 2.0 permission grants.""";microsoft.directory/oAuth2PermissionGrants/standard/read;Directory Readers;Directory Readers(54)
"""I need to read basic properties on OAuth 2.0 permission grants.""";microsoft.directory/oAuth2PermissionGrants/standard/read;Directory Readers;Directory Readers(54)
"""I need to delete Security groups, excluding role-assignable groups.""";microsoft.directory/groups/delete;User Administrator;User Administrator(54), Partner Tier2 Support(45), Partner Tier1 Support(39), Groups Administrator(22)
"""I need to delete Security groups, excluding role-assignable groups.""";microsoft.directory/groups/delete;User Administrator;User Administrator(54), Partner Tier2 Support(45), Partner Tier1 Support(39), Groups Administrator(22)
"""I need to delete Security groups, excluding role-assignable groups.""";microsoft.directory/groups/delete;User Administrator;User Administrator(54), Partner Tier2 Support(45), Partner Tier1 Support(39), Groups Administrator(22)
"""I need to delete Security groups, excluding role-assignable groups.""";microsoft.directory/groups/delete;User Administrator;User Administrator(54), Partner Tier2 Support(45), Partner Tier1 Support(39), Groups Administrator(22)
"""I need to delete Security groups, excluding role-assignable groups.""";microsoft.directory/groups/delete;User Administrator;User Administrator(54), Partner Tier2 Support(45), Partner Tier1 Support(39), Groups Administrator(22)
"""I need to delete a tenant participating in a multi-tenant organization.""";microsoft.directory/multiTenantOrganization/tenants/delete;Global Administrator;Global Administrator(205), Security Administrator(80)
"""I need to delete a tenant participating in a multi-tenant organization.""";microsoft.directory/multiTenantOrganization/tenants/delete;Global Administrator;Global Administrator(205), Security Administrator(80)
"""I need to delete a tenant participating in a multi-tenant organization.""";microsoft.directory/multiTenantOrganization/tenants/delete;Global Administrator;Global Administrator(205), Security Administrator(80)
"""I need to delete a tenant participating in a multi-tenant organization.""";microsoft.directory/multiTenantOrganization/tenants/delete;Global Administrator;Global Administrator(205), Security Administrator(80)
"""I need to delete a tenant participating in a multi-tenant organization.""";microsoft.directory/multiTenantOrganization/tenants/delete;Global Administrator;Global Administrator(205), Security Administrator(80)
"""I need to read and configure restore session for Exchange Online in Microsoft 365 Backup.""";microsoft.backup/allEntities/allProperties/allTasks;Global Administrator;Global Administrator(205), Microsoft 365 Backup Administrator(8)
"""I need to read and configure restore session for Exchange Online in Microsoft 365 Backup.""";microsoft.backup/allEntities/allProperties/allTasks;Global Administrator;Global Administrator(205), Microsoft 365 Backup Administrator(8)
"""I need to read and configure restore session for Exchange Online in Microsoft 365 Backup.""";microsoft.backup/allEntities/allProperties/allTasks;Global Administrator;Global Administrator(205), Microsoft 365 Backup Administrator(8)
"""I need to read and configure restore session for Exchange Online in Microsoft 365 Backup.""";microsoft.backup/allEntities/allProperties/allTasks;Global Administrator;Global Administrator(205), Microsoft 365 Backup Administrator(8)
"""I need to read and configure restore session for Exchange Online in Microsoft 365 Backup.""";microsoft.backup/allEntities/allProperties/allTasks;Global Administrator;Global Administrator(205), Microsoft 365 Backup Administrator(8)
"""I need to update credentials of service principals.""";microsoft.directory/servicePrincipals/synchronizationCredentials/manage;Application Administrator;Application Administrator(72), Cloud Application Administrator(60), Hybrid Identity Administrator(60), Directory Writers(41)
"""I need to update credentials of service principals.""";microsoft.directory/servicePrincipals/synchronizationCredentials/manage;Application Administrator;Application Administrator(72), Cloud Application Administrator(60), Hybrid Identity Administrator(60), Directory Writers(41)
"""I need to update credentials of service principals.""";microsoft.directory/servicePrincipals/synchronizationCredentials/manage;Application Administrator;Application Administrator(72), Cloud Application Administrator(60), Hybrid Identity Administrator(60), Directory Writers(41)
"""I need to update credentials of service principals.""";microsoft.directory/servicePrincipals/synchronizationCredentials/manage;Application Administrator;Application Administrator(72), Cloud Application Administrator(60), Hybrid Identity Administrator(60), Directory Writers(41)
"""I need to update credentials of service principals.""";microsoft.directory/servicePrincipals/synchronizationCredentials/manage;Application Administrator;Application Administrator(72), Cloud Application Administrator(60), Hybrid Identity Administrator(60), Directory Writers(41)
"""I need to create and delete all resources, and read and update standard properties in SharePoint.""";microsoft.office365.sharePoint/allEntities/allTasks;Global Administrator;Global Administrator(205), SharePoint Administrator(26), Knowledge Administrator(13), Knowledge Manager(11)
"""I need to create and delete all resources, and read and update standard properties in SharePoint.""";microsoft.office365.sharePoint/allEntities/allTasks;Global Administrator;Global Administrator(205), SharePoint Administrator(26), Knowledge Administrator(13), Knowledge Manager(11)
"""I need to create and delete all resources, and read and update standard properties in SharePoint.""";microsoft.office365.sharePoint/allEntities/allTasks;Global Administrator;Global Administrator(205), SharePoint Administrator(26), Knowledge Administrator(13), Knowledge Manager(11)
"""I need to create and delete all resources, and read and update standard properties in SharePoint.""";microsoft.office365.sharePoint/allEntities/allTasks;Global Administrator;Global Administrator(205), SharePoint Administrator(26), Knowledge Administrator(13), Knowledge Manager(11)
"""I need to create and delete all resources, and read and update standard properties in SharePoint.""";microsoft.office365.sharePoint/allEntities/allTasks;Global Administrator;Global Administrator(205), SharePoint Administrator(26), Knowledge Administrator(13), Knowledge Manager(11)
"""I need to manage all aspects of Microsoft Entra Permissions Management.""";microsoft.permissionsManagement/allEntities/allProperties/allTasks;Global Administrator;Global Administrator(205), Permissions Management Administrator(1)
"""I need to manage all aspects of Microsoft Entra Permissions Management.""";microsoft.permissionsManagement/allEntities/allProperties/allTasks;Global Administrator;Global Administrator(205), Permissions Management Administrator(1)
"""I need to manage all aspects of Microsoft Entra Permissions Management.""";microsoft.permissionsManagement/allEntities/allProperties/allTasks;Global Administrator;Global Administrator(205), Permissions Management Administrator(1)
"""I need to manage all aspects of Microsoft Entra Permissions Management.""";microsoft.permissionsManagement/allEntities/allProperties/allTasks;Global Administrator;Global Administrator(205), Permissions Management Administrator(1)
"""I need to manage all aspects of Microsoft Entra Permissions Management.""";microsoft.permissionsManagement/allEntities/allProperties/allTasks;Global Administrator;Global Administrator(205), Permissions Management Administrator(1)
"""I need to create and delete Microsoft Entra role templates, and read and update all properties.""";microsoft.directory/roleDefinitions/allProperties/allTasks;Global Administrator;Global Administrator(205), Partner Tier2 Support(45), Privileged Role Administrator(28)
"""I need to create and delete Microsoft Entra role templates, and read and update all properties.""";microsoft.directory/roleDefinitions/allProperties/allTasks;Global Administrator;Global Administrator(205), Partner Tier2 Support(45), Privileged Role Administrator(28)
"""I need to create and delete Microsoft Entra role templates, and read and update all properties.""";microsoft.directory/roleDefinitions/allProperties/allTasks;Global Administrator;Global Administrator(205), Partner Tier2 Support(45), Privileged Role Administrator(28)
"""I need to create and delete Microsoft Entra role templates, and read and update all properties.""";microsoft.directory/roleDefinitions/allProperties/allTasks;Global Administrator;Global Administrator(205), Partner Tier2 Support(45), Privileged Role Administrator(28)
"""I need to create and delete Microsoft Entra role templates, and read and update all properties.""";microsoft.directory/roleDefinitions/allProperties/allTasks;Global Administrator;Global Administrator(205), Partner Tier2 Support(45), Privileged Role Administrator(28)
"""I need to update basic settings of cross-tenant access policy.""";microsoft.directory/crossTenantAccessPolicy/basic/update;Global Administrator;Global Administrator(205), Security Administrator(80)
"""I need to update basic settings of cross-tenant access policy.""";microsoft.directory/crossTenantAccessPolicy/basic/update;Global Administrator;Global Administrator(205), Security Administrator(80)
"""I need to update basic settings of cross-tenant access policy.""";microsoft.directory/crossTenantAccessPolicy/basic/update;Global Administrator;Global Administrator(205), Security Administrator(80)
"""I need to update basic settings of cross-tenant access policy.""";microsoft.directory/crossTenantAccessPolicy/basic/update;Global Administrator;Global Administrator(205), Security Administrator(80)
"""I need to update basic settings of cross-tenant access policy.""";microsoft.directory/crossTenantAccessPolicy/basic/update;Global Administrator;Global Administrator(205), Security Administrator(80)
"""I need to update crendential related properties on certificate authority configurations for Internet of Things (IoT) device trust and authentication.""";microsoft.directory/certificateBasedDeviceAuthConfigurations/credentials/update;IoT Device Administrator;IoT Device Administrator(10)
"""I need to update crendential related properties on certificate authority configurations for Internet of Things (IoT) device trust and authentication.""";microsoft.directory/certificateBasedDeviceAuthConfigurations/credentials/update;IoT Device Administrator;IoT Device Administrator(10)
"""I need to update crendential related properties on certificate authority configurations for Internet of Things (IoT) device trust and authentication.""";microsoft.directory/certificateBasedDeviceAuthConfigurations/credentials/update;IoT Device Administrator;IoT Device Administrator(10)
"""I need to update crendential related properties on certificate authority configurations for Internet of Things (IoT) device trust and authentication.""";microsoft.directory/certificateBasedDeviceAuthConfigurations/credentials/update;IoT Device Administrator;IoT Device Administrator(10)
"""I need to update crendential related properties on certificate authority configurations for Internet of Things (IoT) device trust and authentication.""";microsoft.directory/certificateBasedDeviceAuthConfigurations/credentials/update;IoT Device Administrator;IoT Device Administrator(10)
"""I need to read standard properties of traffic logs such as DeviceId, DestinationIp and PolicyRuleId.""";microsoft.networkAccess/trafficLogs/standard/read;Global Secure Access Log Reader;Global Secure Access Log Reader(1)
"""I need to read standard properties of traffic logs such as DeviceId, DestinationIp and PolicyRuleId.""";microsoft.networkAccess/trafficLogs/standard/read;Global Secure Access Log Reader;Global Secure Access Log Reader(1)
