request;permission;role;Candidate_Roles
I need to get list of Backup Vaults in a Resource Group.;Microsoft.RecoveryServices/Vaults/read;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to get list of Backup Vaults in a Resource Group.;Microsoft.RecoveryServices/Vaults/read;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to return the result of reading blob tags.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/tags/read;Defender for Storage Data Scanner;Defender for Storage Data Scanner(4)
I need to return the result of reading blob tags.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/tags/read;Defender for Storage Data Scanner;Defender for Storage Data Scanner(4)
I need to return the result of reading blob tags.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/tags/read;Defender for Storage Data Scanner;Defender for Storage Data Scanner(4)
I need to return the result of reading blob tags.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/tags/read;Defender for Storage Data Scanner;Defender for Storage Data Scanner(4)
I need to return the result of reading blob tags.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/tags/read;Defender for Storage Data Scanner;Defender for Storage Data Scanner(4)
I need to return summaries for Protected Items and Protected Servers for a Recovery Services .;Microsoft.RecoveryServices/Vaults/backupUsageSummaries/read;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to return summaries for Protected Items and Protected Servers for a Recovery Services .;Microsoft.RecoveryServices/Vaults/backupUsageSummaries/read;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to return summaries for Protected Items and Protected Servers for a Recovery Services .;Microsoft.RecoveryServices/Vaults/backupUsageSummaries/read;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to return summaries for Protected Items and Protected Servers for a Recovery Services .;Microsoft.RecoveryServices/Vaults/backupUsageSummaries/read;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to return summaries for Protected Items and Protected Servers for a Recovery Services .;Microsoft.RecoveryServices/Vaults/backupUsageSummaries/read;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to delete the Backup Policy.;Microsoft.DataProtection/backupVaults/backupPolicies/delete;Backup Contributor;Backup Contributor(86)
I need to delete the Backup Policy.;Microsoft.DataProtection/backupVaults/backupPolicies/delete;Backup Contributor;Backup Contributor(86)
I need to delete the Backup Policy.;Microsoft.DataProtection/backupVaults/backupPolicies/delete;Backup Contributor;Backup Contributor(86)
I need to delete the Backup Policy.;Microsoft.DataProtection/backupVaults/backupPolicies/delete;Backup Contributor;Backup Contributor(86)
I need to delete the Backup Policy.;Microsoft.DataProtection/backupVaults/backupPolicies/delete;Backup Contributor;Backup Contributor(86)
I need to read roles and role assignments.;Microsoft.Authorization/roleDefinitions/read;Elastic SAN Volume Group Owner;Elastic SAN Volume Group Owner(4), Elastic SAN Reader(5)
I need to read roles and role assignments.;Microsoft.Authorization/roleDefinitions/read;Elastic SAN Volume Group Owner;Elastic SAN Volume Group Owner(4), Elastic SAN Reader(5)
I need to read roles and role assignments.;Microsoft.Authorization/roleDefinitions/read;Elastic SAN Volume Group Owner;Elastic SAN Volume Group Owner(4), Elastic SAN Reader(5)
I need to read roles and role assignments.;Microsoft.Authorization/roleDefinitions/read;Elastic SAN Volume Group Owner;Elastic SAN Volume Group Owner(4), Elastic SAN Reader(5)
I need to read roles and role assignments.;Microsoft.Authorization/roleDefinitions/read;Elastic SAN Volume Group Owner;Elastic SAN Volume Group Owner(4), Elastic SAN Reader(5)
I need to return all registered containers.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/read;Backup Reader;Backup Reader(68), Backup Operator(102)
I need to return all registered containers.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/read;Backup Reader;Backup Reader(68), Backup Operator(102)
I need to return all registered containers.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/read;Backup Reader;Backup Reader(68), Backup Operator(102)
I need to return all registered containers.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/read;Backup Reader;Backup Reader(68), Backup Operator(102)
I need to return all registered containers.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/read;Backup Reader;Backup Reader(68), Backup Operator(102)
I need to create and manage usage of Recovery Services vault.;Microsoft.RecoveryServices/Vaults/usages/*;Backup Contributor;Backup Contributor(86)
I need to create and manage usage of Recovery Services vault.;Microsoft.RecoveryServices/Vaults/usages/*;Backup Contributor;Backup Contributor(86)
I need to create and manage usage of Recovery Services vault.;Microsoft.RecoveryServices/Vaults/usages/*;Backup Contributor;Backup Contributor(86)
I need to create and manage usage of Recovery Services vault.;Microsoft.RecoveryServices/Vaults/usages/*;Backup Contributor;Backup Contributor(86)
I need to create and manage usage of Recovery Services vault.;Microsoft.RecoveryServices/Vaults/usages/*;Backup Contributor;Backup Contributor(86)
I need to get information about a role definition.;Microsoft.Authorization/roleDefinitions/read;Elastic SAN Volume Group Owner;Elastic SAN Volume Group Owner(4), Elastic SAN Reader(5)
I need to get information about a role definition.;Microsoft.Authorization/roleDefinitions/read;Elastic SAN Volume Group Owner;Elastic SAN Volume Group Owner(4), Elastic SAN Reader(5)
I need to get information about a role definition.;Microsoft.Authorization/roleDefinitions/read;Elastic SAN Volume Group Owner;Elastic SAN Volume Group Owner(4), Elastic SAN Reader(5)
I need to get information about a role definition.;Microsoft.Authorization/roleDefinitions/read;Elastic SAN Volume Group Owner;Elastic SAN Volume Group Owner(4), Elastic SAN Reader(5)
I need to get information about a role definition.;Microsoft.Authorization/roleDefinitions/read;Elastic SAN Volume Group Owner;Elastic SAN Volume Group Owner(4), Elastic SAN Reader(5)
I need to list the unencrypted credentials related to the order.;NONE;NONE;NONE
I need to list the unencrypted credentials related to the order.;NONE;NONE;NONE
I need to list the unencrypted credentials related to the order.;NONE;NONE;NONE
I need to list the unencrypted credentials related to the order.;NONE;NONE;NONE
I need to list the unencrypted credentials related to the order.;NONE;NONE;NONE
I need to create and manage extended info related to vault.;Microsoft.RecoveryServices/Vaults/extendedInformation/*;Backup Contributor;Backup Contributor(86)
I need to create and manage extended info related to vault.;Microsoft.RecoveryServices/Vaults/extendedInformation/*;Backup Contributor;Backup Contributor(86)
I need to create and manage extended info related to vault.;Microsoft.RecoveryServices/Vaults/extendedInformation/*;Backup Contributor;Backup Contributor(86)
I need to create and manage extended info related to vault.;Microsoft.RecoveryServices/Vaults/extendedInformation/*;Backup Contributor;Backup Contributor(86)
I need to create and manage extended info related to vault.;Microsoft.RecoveryServices/Vaults/extendedInformation/*;Backup Contributor;Backup Contributor(86)
I need to return a blob or a list of blobs.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Storage Blob Data Reader;Storage Blob Data Reader(3), Defender for Storage Data Scanner(4), Storage Blob Data Contributor(9), Avere Operator(14), Avere Contributor(23)
I need to return a blob or a list of blobs.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Storage Blob Data Reader;Storage Blob Data Reader(3), Defender for Storage Data Scanner(4), Storage Blob Data Contributor(9), Avere Operator(14), Avere Contributor(23)
I need to return a blob or a list of blobs.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Storage Blob Data Reader;Storage Blob Data Reader(3), Defender for Storage Data Scanner(4), Storage Blob Data Contributor(9), Avere Operator(14), Avere Contributor(23)
I need to return a blob or a list of blobs.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Storage Blob Data Reader;Storage Blob Data Reader(3), Defender for Storage Data Scanner(4), Storage Blob Data Contributor(9), Avere Operator(14), Avere Contributor(23)
I need to return a blob or a list of blobs.;Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Storage Blob Data Reader;Storage Blob Data Reader(3), Defender for Storage Data Scanner(4), Storage Blob Data Contributor(9), Avere Operator(14), Avere Contributor(23)
I need to manage results of operation on backup management.;Microsoft.RecoveryServices/Vaults/backupOperationResults/*;Backup Contributor;Backup Contributor(86), Backup Operator(102)
I need to manage results of operation on backup management.;Microsoft.RecoveryServices/Vaults/backupOperationResults/*;Backup Contributor;Backup Contributor(86), Backup Operator(102)
I need to manage results of operation on backup management.;Microsoft.RecoveryServices/Vaults/backupOperationResults/*;Backup Contributor;Backup Contributor(86), Backup Operator(102)
I need to manage results of operation on backup management.;Microsoft.RecoveryServices/Vaults/backupOperationResults/*;Backup Contributor;Backup Contributor(86), Backup Operator(102)
I need to manage results of operation on backup management.;Microsoft.RecoveryServices/Vaults/backupOperationResults/*;Backup Contributor;Backup Contributor(86), Backup Operator(102)
I need to delete one or more messages from a queue.;Microsoft.Storage/storageAccounts/queueServices/queues/messages/delete;Storage Queue Data Contributor;Storage Queue Data Contributor(7)
I need to delete one or more messages from a queue.;Microsoft.Storage/storageAccounts/queueServices/queues/messages/delete;Storage Queue Data Contributor;Storage Queue Data Contributor(7)
I need to delete one or more messages from a queue.;Microsoft.Storage/storageAccounts/queueServices/queues/messages/delete;Storage Queue Data Contributor;Storage Queue Data Contributor(7)
I need to delete one or more messages from a queue.;Microsoft.Storage/storageAccounts/queueServices/queues/messages/delete;Storage Queue Data Contributor;Storage Queue Data Contributor(7)
I need to delete one or more messages from a queue.;Microsoft.Storage/storageAccounts/queueServices/queues/messages/delete;Storage Queue Data Contributor;Storage Queue Data Contributor(7)
I need to get a network interface definition.;Microsoft.Network/networkInterfaces/read;Avere Operator;Avere Operator(14)
I need to get a network interface definition.;Microsoft.Network/networkInterfaces/read;Avere Operator;Avere Operator(14)
I need to get a network interface definition.;Microsoft.Network/networkInterfaces/read;Avere Operator;Avere Operator(14)
I need to get a network interface definition.;Microsoft.Network/networkInterfaces/read;Avere Operator;Avere Operator(14)
I need to get a network interface definition.;Microsoft.Network/networkInterfaces/read;Avere Operator;Avere Operator(14)
I need to update an Azure resource of type 'Backup Vault'.;Microsoft.DataProtection/backupVaults/write;Backup Contributor;Backup Contributor(86)
I need to update an Azure resource of type 'Backup Vault'.;Microsoft.DataProtection/backupVaults/write;Backup Contributor;Backup Contributor(86)
I need to update an Azure resource of type 'Backup Vault'.;Microsoft.DataProtection/backupVaults/write;Backup Contributor;Backup Contributor(86)
I need to update an Azure resource of type 'Backup Vault'.;Microsoft.DataProtection/backupVaults/write;Backup Contributor;Backup Contributor(86)
I need to update an Azure resource of type 'Backup Vault'.;Microsoft.DataProtection/backupVaults/write;Backup Contributor;Backup Contributor(86)
I need to return recovery points from secondary region for cross region restore enabled Backup Vaults.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/fetchSecondaryRecoveryPoints/action;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to return recovery points from secondary region for cross region restore enabled Backup Vaults.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/fetchSecondaryRecoveryPoints/action;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to return recovery points from secondary region for cross region restore enabled Backup Vaults.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/fetchSecondaryRecoveryPoints/action;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to return recovery points from secondary region for cross region restore enabled Backup Vaults.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/fetchSecondaryRecoveryPoints/action;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to return recovery points from secondary region for cross region restore enabled Backup Vaults.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/fetchSecondaryRecoveryPoints/action;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to query tables.;Microsoft.Storage/storageAccounts/tableServices/tables/entities/read;Storage Table Data Reader;Storage Table Data Reader(2), Storage Table Data Contributor(8)
I need to query tables.;Microsoft.Storage/storageAccounts/tableServices/tables/entities/read;Storage Table Data Reader;Storage Table Data Reader(2), Storage Table Data Contributor(8)
I need to query tables.;Microsoft.Storage/storageAccounts/tableServices/tables/entities/read;Storage Table Data Reader;Storage Table Data Reader(2), Storage Table Data Contributor(8)
I need to query tables.;Microsoft.Storage/storageAccounts/tableServices/tables/entities/read;Storage Table Data Reader;Storage Table Data Reader(2), Storage Table Data Contributor(8)
I need to query tables.;Microsoft.Storage/storageAccounts/tableServices/tables/entities/read;Storage Table Data Reader;Storage Table Data Reader(2), Storage Table Data Contributor(8)
I need to get the feature of a subscription in a given resource provider.;Microsoft.Features/providers/features/read;Storage Account Backup Contributor;Storage Account Backup Contributor(18), Backup MUA Admin(26)
I need to get the feature of a subscription in a given resource provider.;Microsoft.Features/providers/features/read;Storage Account Backup Contributor;Storage Account Backup Contributor(18), Backup MUA Admin(26)
I need to get the feature of a subscription in a given resource provider.;Microsoft.Features/providers/features/read;Storage Account Backup Contributor;Storage Account Backup Contributor(18), Backup MUA Admin(26)
I need to get the feature of a subscription in a given resource provider.;Microsoft.Features/providers/features/read;Storage Account Backup Contributor;Storage Account Backup Contributor(18), Backup MUA Admin(26)
I need to get the feature of a subscription in a given resource provider.;Microsoft.Features/providers/features/read;Storage Account Backup Contributor;Storage Account Backup Contributor(18), Backup MUA Admin(26)
I need to delete tables.;Microsoft.Storage/storageAccounts/tableServices/tables/delete;Storage Table Data Contributor;Storage Table Data Contributor(8)
I need to delete tables.;Microsoft.Storage/storageAccounts/tableServices/tables/delete;Storage Table Data Contributor;Storage Table Data Contributor(8)
I need to delete tables.;Microsoft.Storage/storageAccounts/tableServices/tables/delete;Storage Table Data Contributor;Storage Table Data Contributor(8)
I need to delete tables.;Microsoft.Storage/storageAccounts/tableServices/tables/delete;Storage Table Data Contributor;Storage Table Data Contributor(8)
I need to delete tables.;Microsoft.Storage/storageAccounts/tableServices/tables/delete;Storage Table Data Contributor;Storage Table Data Contributor(8)
I need to resolve the alert.;Microsoft.RecoveryServices/Vaults/monitoringAlerts/write;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to resolve the alert.;Microsoft.RecoveryServices/Vaults/monitoringAlerts/write;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to resolve the alert.;Microsoft.RecoveryServices/Vaults/monitoringAlerts/write;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to resolve the alert.;Microsoft.RecoveryServices/Vaults/monitoringAlerts/write;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to resolve the alert.;Microsoft.RecoveryServices/Vaults/monitoringAlerts/write;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to get Result of Operation Performed on Protected Items.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/operationResults/read;Backup Reader;Backup Reader(68), Backup Operator(102)
I need to get Result of Operation Performed on Protected Items.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/operationResults/read;Backup Reader;Backup Reader(68), Backup Operator(102)
I need to get Result of Operation Performed on Protected Items.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/operationResults/read;Backup Reader;Backup Reader(68), Backup Operator(102)
I need to get Result of Operation Performed on Protected Items.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/operationResults/read;Backup Reader;Backup Reader(68), Backup Operator(102)
I need to get Result of Operation Performed on Protected Items.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/operationResults/read;Backup Reader;Backup Reader(68), Backup Operator(102)
I need to modify queue metadata or properties.;Microsoft.Storage/storageAccounts/queueServices/queues/write;Storage Queue Data Contributor;Storage Queue Data Contributor(7)
I need to modify queue metadata or properties.;Microsoft.Storage/storageAccounts/queueServices/queues/write;Storage Queue Data Contributor;Storage Queue Data Contributor(7)
I need to modify queue metadata or properties.;Microsoft.Storage/storageAccounts/queueServices/queues/write;Storage Queue Data Contributor;Storage Queue Data Contributor(7)
I need to modify queue metadata or properties.;Microsoft.Storage/storageAccounts/queueServices/queues/write;Storage Queue Data Contributor;Storage Queue Data Contributor(7)
I need to modify queue metadata or properties.;Microsoft.Storage/storageAccounts/queueServices/queues/write;Storage Queue Data Contributor;Storage Queue Data Contributor(7)
I need to create or update a linked Storage account of a DataLakeAnalytics account.;Microsoft.DataLakeAnalytics/accounts/storageAccounts/Write;Data Lake Analytics Developer;Data Lake Analytics Developer(22)
I need to create or update a linked Storage account of a DataLakeAnalytics account.;Microsoft.DataLakeAnalytics/accounts/storageAccounts/Write;Data Lake Analytics Developer;Data Lake Analytics Developer(22)
I need to create or update a linked Storage account of a DataLakeAnalytics account.;Microsoft.DataLakeAnalytics/accounts/storageAccounts/Write;Data Lake Analytics Developer;Data Lake Analytics Developer(22)
I need to create or update a linked Storage account of a DataLakeAnalytics account.;Microsoft.DataLakeAnalytics/accounts/storageAccounts/Write;Data Lake Analytics Developer;Data Lake Analytics Developer(22)
I need to create or update a linked Storage account of a DataLakeAnalytics account.;Microsoft.DataLakeAnalytics/accounts/storageAccounts/Write;Data Lake Analytics Developer;Data Lake Analytics Developer(22)
I need to create, update, or read the diagnostic setting for Analysis Server.;Microsoft.AnalysisServices/servers/diagnosticSettings/*;NONE;NONE
I need to create, update, or read the diagnostic setting for Analysis Server.;Microsoft.AnalysisServices/servers/diagnosticSettings/*;NONE;NONE
I need to create, update, or read the diagnostic setting for Analysis Server.;Microsoft.AnalysisServices/servers/diagnosticSettings/*;NONE;NONE
I need to create, update, or read the diagnostic setting for Analysis Server.;Microsoft.AnalysisServices/servers/diagnosticSettings/*;NONE;NONE
I need to create, update, or read the diagnostic setting for Analysis Server.;Microsoft.AnalysisServices/servers/diagnosticSettings/*;NONE;NONE
I need to return the list of available skus.;NONE;NONE;NONE
I need to return the list of available skus.;NONE;NONE;NONE
I need to return the list of available skus.;NONE;NONE;NONE
I need to return the list of available skus.;NONE;NONE;NONE
I need to return the list of available skus.;NONE;NONE;NONE
I need to unlink a DataLakeStore account from a DataLakeAnalytics account.;Microsoft.DataLakeAnalytics/accounts/dataLakeStoreAccounts/Delete;Data Lake Analytics Developer;Data Lake Analytics Developer(22)
I need to unlink a DataLakeStore account from a DataLakeAnalytics account.;Microsoft.DataLakeAnalytics/accounts/dataLakeStoreAccounts/Delete;Data Lake Analytics Developer;Data Lake Analytics Developer(22)
I need to unlink a DataLakeStore account from a DataLakeAnalytics account.;Microsoft.DataLakeAnalytics/accounts/dataLakeStoreAccounts/Delete;Data Lake Analytics Developer;Data Lake Analytics Developer(22)
I need to unlink a DataLakeStore account from a DataLakeAnalytics account.;Microsoft.DataLakeAnalytics/accounts/dataLakeStoreAccounts/Delete;Data Lake Analytics Developer;Data Lake Analytics Developer(22)
I need to unlink a DataLakeStore account from a DataLakeAnalytics account.;Microsoft.DataLakeAnalytics/accounts/dataLakeStoreAccounts/Delete;Data Lake Analytics Developer;Data Lake Analytics Developer(22)
I need to return Storage Configuration for Recovery Services Vault.;Microsoft.RecoveryServices/Vaults/backupstorageconfig/*;Backup Contributor;Backup Contributor(86), Backup Operator(102)
I need to return Storage Configuration for Recovery Services Vault.;Microsoft.RecoveryServices/Vaults/backupstorageconfig/*;Backup Contributor;Backup Contributor(86), Backup Operator(102)
I need to return Storage Configuration for Recovery Services Vault.;Microsoft.RecoveryServices/Vaults/backupstorageconfig/*;Backup Contributor;Backup Contributor(86), Backup Operator(102)
I need to return Storage Configuration for Recovery Services Vault.;Microsoft.RecoveryServices/Vaults/backupstorageconfig/*;Backup Contributor;Backup Contributor(86), Backup Operator(102)
I need to return Storage Configuration for Recovery Services Vault.;Microsoft.RecoveryServices/Vaults/backupstorageconfig/*;Backup Contributor;Backup Contributor(86), Backup Operator(102)
I need to return all containers belonging to the subscription.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/*;Backup Contributor;Backup Contributor(86)
I need to return all containers belonging to the subscription.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/*;Backup Contributor;Backup Contributor(86)
I need to return all containers belonging to the subscription.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/*;Backup Contributor;Backup Contributor(86)
I need to return all containers belonging to the subscription.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/*;Backup Contributor;Backup Contributor(86)
I need to return all containers belonging to the subscription.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/*;Backup Contributor;Backup Contributor(86)
I need to delete a DataLakeAnalytics account.;Microsoft.DataLakeAnalytics/accounts/Delete;Data Lake Analytics Developer;Data Lake Analytics Developer(22)
I need to delete a DataLakeAnalytics account.;Microsoft.DataLakeAnalytics/accounts/Delete;Data Lake Analytics Developer;Data Lake Analytics Developer(22)
I need to delete a DataLakeAnalytics account.;Microsoft.DataLakeAnalytics/accounts/Delete;Data Lake Analytics Developer;Data Lake Analytics Developer(22)
I need to delete a DataLakeAnalytics account.;Microsoft.DataLakeAnalytics/accounts/Delete;Data Lake Analytics Developer;Data Lake Analytics Developer(22)
I need to delete a DataLakeAnalytics account.;Microsoft.DataLakeAnalytics/accounts/Delete;Data Lake Analytics Developer;Data Lake Analytics Developer(22)
I need to get ResourceGuard default operation request info.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/resourceGuards/read;Backup MUA Admin;Backup MUA Admin(26)
I need to get ResourceGuard default operation request info.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/resourceGuards/read;Backup MUA Admin;Backup MUA Admin(26)
I need to get ResourceGuard default operation request info.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/resourceGuards/read;Backup MUA Admin;Backup MUA Admin(26)
I need to get ResourceGuard default operation request info.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/resourceGuards/read;Backup MUA Admin;Backup MUA Admin(26)
I need to get ResourceGuard default operation request info.;Microsoft.DataProtection/subscriptions/resourceGroups/providers/resourceGuards/read;Backup MUA Admin;Backup MUA Admin(26)
I need to delete table entities.;Microsoft.Storage/storageAccounts/tableServices/tables/entities/delete;Storage Table Data Contributor;Storage Table Data Contributor(8)
I need to delete table entities.;Microsoft.Storage/storageAccounts/tableServices/tables/entities/delete;Storage Table Data Contributor;Storage Table Data Contributor(8)
I need to delete table entities.;Microsoft.Storage/storageAccounts/tableServices/tables/entities/delete;Storage Table Data Contributor;Storage Table Data Contributor(8)
I need to delete table entities.;Microsoft.Storage/storageAccounts/tableServices/tables/entities/delete;Storage Table Data Contributor;Storage Table Data Contributor(8)
I need to delete table entities.;Microsoft.Storage/storageAccounts/tableServices/tables/entities/delete;Storage Table Data Contributor;Storage Table Data Contributor(8)
I need to validate the shipping address and provide alternate addresses if any.;Microsoft.Databox/locations/validateAddress/action;Data Box Reader;Data Box Reader(10)
I need to validate the shipping address and provide alternate addresses if any.;Microsoft.Databox/locations/validateAddress/action;Data Box Reader;Data Box Reader(10)
I need to validate the shipping address and provide alternate addresses if any.;Microsoft.Databox/locations/validateAddress/action;Data Box Reader;Data Box Reader(10)
I need to validate the shipping address and provide alternate addresses if any.;Microsoft.Databox/locations/validateAddress/action;Data Box Reader;Data Box Reader(10)
I need to validate the shipping address and provide alternate addresses if any.;Microsoft.Databox/locations/validateAddress/action;Data Box Reader;Data Box Reader(10)
I need to return status of the operation.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/operationsStatus/read;Backup Reader;Backup Reader(68), Backup Operator(102)
I need to return status of the operation.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/operationsStatus/read;Backup Reader;Backup Reader(68), Backup Operator(102)
I need to return status of the operation.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/operationsStatus/read;Backup Reader;Backup Reader(68), Backup Operator(102)
I need to return status of the operation.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/operationsStatus/read;Backup Reader;Backup Reader(68), Backup Operator(102)
I need to return status of the operation.;Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/operationsStatus/read;Backup Reader;Backup Reader(68), Backup Operator(102)
I need to validate for backup of Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/validateRestore/action;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to validate for backup of Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/validateRestore/action;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to validate for backup of Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/validateRestore/action;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to validate for backup of Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/validateRestore/action;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to validate for backup of Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/validateRestore/action;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to find Restorable Time Ranges.;Microsoft.DataProtection/backupVaults/backupInstances/findRestorableTimeRanges/action;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to find Restorable Time Ranges.;Microsoft.DataProtection/backupVaults/backupInstances/findRestorableTimeRanges/action;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to find Restorable Time Ranges.;Microsoft.DataProtection/backupVaults/backupInstances/findRestorableTimeRanges/action;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to find Restorable Time Ranges.;Microsoft.DataProtection/backupVaults/backupInstances/findRestorableTimeRanges/action;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to find Restorable Time Ranges.;Microsoft.DataProtection/backupVaults/backupInstances/findRestorableTimeRanges/action;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to perform Backup on the Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/write;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to perform Backup on the Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/write;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to perform Backup on the Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/write;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to perform Backup on the Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/write;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to perform Backup on the Backup Instance.;Microsoft.DataProtection/backupVaults/backupInstances/write;Backup Reader;Backup Reader(68), Backup Contributor(86), Backup Operator(102)
I need to create or update a compute policy.;Microsoft.DataLakeAnalytics/accounts/computePolicies/Write;Data Lake Analytics Developer;Data Lake Analytics Developer(22)
I need to create or update a compute policy.;Microsoft.DataLakeAnalytics/accounts/computePolicies/Write;Data Lake Analytics Developer;Data Lake Analytics Developer(22)
I need to create or update a compute policy.;Microsoft.DataLakeAnalytics/accounts/computePolicies/Write;Data Lake Analytics Developer;Data Lake Analytics Developer(22)
I need to create or update a compute policy.;Microsoft.DataLakeAnalytics/accounts/computePolicies/Write;Data Lake Analytics Developer;Data Lake Analytics Developer(22)
I need to create or update a compute policy.;Microsoft.DataLakeAnalytics/accounts/computePolicies/Write;Data Lake Analytics Developer;Data Lake Analytics Developer(22)
I need to return the Account SAS token for the specified storage account.;Microsoft.Storage/storageAccounts/listAccountSas/action;Reader and Data Access;Reader and Data Access(3)
I need to return the Account SAS token for the specified storage account.;Microsoft.Storage/storageAccounts/listAccountSas/action;Reader and Data Access;Reader and Data Access(3)
I need to return the Account SAS token for the specified storage account.;Microsoft.Storage/storageAccounts/listAccountSas/action;Reader and Data Access;Reader and Data Access(3)
I need to return the Account SAS token for the specified storage account.;Microsoft.Storage/storageAccounts/listAccountSas/action;Reader and Data Access;Reader and Data Access(3)
