request;permission;role
"""I need to manage all aspects of Desktop Analytics.""";microsoft.graph/deviceManagement/managedDevices/read;Intune Service Administrator
"""I need to manage all aspects of Desktop Analytics.""";microsoft.graph/deviceManagement/managedDevices/read;Intune Service Administrator
"""I need to manage all aspects of Desktop Analytics.""";microsoft.graph/deviceManagement/managedDevices/read;Intune Service Administrator
"""I need to read all data in the Call Quality Dashboard (CQD).""";cqd.read.all;CQD Reader
"""I need to read all data in the Call Quality Dashboard (CQD).""";cqd.read.all;CQD Reader
"""I need to read all data in the Call Quality Dashboard (CQD).""";cqd.read.all;CQD Reader
"""I need to read all data in the Call Quality Dashboard (CQD).""";cqd.read.all;CQD Reader
"""I need to read all data in the Call Quality Dashboard (CQD).""";cqd.read.all;CQD Reader
"""I need to read reports of attack simulation, responses, and associated training.""";Security.AttackSimulation.Read;Security Administrator
"""I need to read reports of attack simulation, responses, and associated training.""";Security.AttackSimulation.Read;Security Administrator
"""I need to read reports of attack simulation, responses, and associated training.""";Security.AttackSimulation.Read;Security Administrator
"""I need to read reports of attack simulation, responses, and associated training.""";Security.AttackSimulation.Read;Security Administrator
"""I need to read reports of attack simulation, responses, and associated training.""";Security.AttackSimulation.Read;Security Administrator
"""I need to read and update all properties for an organization.""";Organization/ReadWrite.All;Organization Administrator
"""I need to read and update all properties for an organization.""";Organization/ReadWrite.All;Organization Administrator
"""I need to read and update all properties for an organization.""";Organization/ReadWrite.All;Organization Administrator
"""I need to read and update all properties for an organization.""";Organization/ReadWrite.All;Organization Administrator
"""I need to read and update all properties for an organization.""";Organization/ReadWrite.All;Organization Administrator
"""I need to manage all aspects of Office 365 billing.""";billingReadWrite.All;Billing Administrator
"""I need to manage all aspects of Office 365 billing.""";billingReadWrite.All;Billing Administrator
"""I need to manage all aspects of Office 365 billing.""";billingReadWrite.All;Billing Administrator
"""I need to manage all aspects of Office 365 billing.""";billingReadWrite.All;Billing Administrator
"""I need to manage all aspects of Office 365 billing.""";billingReadWrite.All;Billing Administrator
"""I need to read basic properties on OAuth 2.0 permission grants.""";application/read;Application.Read.All
"""I need to read basic properties on OAuth 2.0 permission grants.""";application/read;Application.Read.All
"""I need to read basic properties on OAuth 2.0 permission grants.""";application/read;Application.Read.All
"""I need to read basic properties on OAuth 2.0 permission grants.""";application/read;Application.Read.All
"""I need to read basic properties on OAuth 2.0 permission grants.""";application/read;Application.Read.All
"""I need to delete Security groups, excluding role-assignable groups.""";microsoft.directory/groups/delete;Groups Administrator
"""I need to delete Security groups, excluding role-assignable groups.""";microsoft.directory/groups/delete;Groups Administrator
"""I need to delete Security groups, excluding role-assignable groups.""";microsoft.directory/groups/delete;Groups Administrator
"""I need to delete Security groups, excluding role-assignable groups.""";microsoft.directory/groups/delete;Groups Administrator
"""I need to delete Security groups, excluding role-assignable groups.""";microsoft.directory/groups/delete;Groups Administrator
"""I need to delete a tenant participating in a multi-tenant organization.""";tenant/delete;Global Administrator
"""I need to delete a tenant participating in a multi-tenant organization.""";tenant/delete;Global Administrator
"""I need to delete a tenant participating in a multi-tenant organization.""";tenant/delete;Global Administrator
"""I need to delete a tenant participating in a multi-tenant organization.""";tenant/delete;Global Administrator
"""I need to delete a tenant participating in a multi-tenant organization.""";tenant/delete;Global Administrator
"""I need to read and configure restore session for Exchange Online in Microsoft 365 Backup.""";Microsoft365Backup/RestoreSession/Read;Backup Restore Operator
"""I need to read and configure restore session for Exchange Online in Microsoft 365 Backup.""";Microsoft365Backup/RestoreSession/Read;Backup Restore Operator
"""I need to read and configure restore session for Exchange Online in Microsoft 365 Backup.""";Microsoft365Backup/RestoreSession/Read;Backup Restore Operator
"""I need to read and configure restore session for Exchange Online in Microsoft 365 Backup.""";Microsoft365Backup/RestoreSession/Read;Backup Restore Operator
"""I need to read and configure restore session for Exchange Online in Microsoft 365 Backup.""";Microsoft365Backup/RestoreSession/Read;Backup Restore Operator
"""I need to update credentials of service principals.""";application/update;Application Administrator
"""I need to update credentials of service principals.""";application/update;Application Administrator
"""I need to update credentials of service principals.""";application/update;Application Administrator
"""I need to update credentials of service principals.""";application/update;Application Administrator
"""I need to update credentials of service principals.""";application/update;Application Administrator
"""I need to create and delete all resources, and read and update standard properties in SharePoint.""";Sites.FullControl.All;SharePoint Administrator
"""I need to create and delete all resources, and read and update standard properties in SharePoint.""";Sites.FullControl.All;SharePoint Administrator
"""I need to create and delete all resources, and read and update standard properties in SharePoint.""";Sites.FullControl.All;SharePoint Administrator
"""I need to create and delete all resources, and read and update standard properties in SharePoint.""";Sites.FullControl.All;SharePoint Administrator
"""I need to create and delete all resources, and read and update standard properties in SharePoint.""";Sites.FullControl.All;SharePoint Administrator
"""I need to manage all aspects of Microsoft Entra Permissions Management.""";permissionsManagement/manage;Permissions Management Administrator
"""I need to manage all aspects of Microsoft Entra Permissions Management.""";permissionsManagement/manage;Permissions Management Administrator
"""I need to manage all aspects of Microsoft Entra Permissions Management.""";permissionsManagement/manage;Permissions Management Administrator
"""I need to manage all aspects of Microsoft Entra Permissions Management.""";permissionsManagement/manage;Permissions Management Administrator
"""I need to manage all aspects of Microsoft Entra Permissions Management.""";permissionsManagement/manage;Permissions Management Administrator
"""I need to create and delete Microsoft Entra role templates, and read and update all properties.""";microsoft.graph/roleTemplate/read;Role Management Administrator
"""I need to create and delete Microsoft Entra role templates, and read and update all properties.""";microsoft.graph/roleTemplate/read;Role Management Administrator
"""I need to create and delete Microsoft Entra role templates, and read and update all properties.""";microsoft.graph/roleTemplate/read;Role Management Administrator
"""I need to create and delete Microsoft Entra role templates, and read and update all properties.""";microsoft.graph/roleTemplate/read;Role Management Administrator
"""I need to create and delete Microsoft Entra role templates, and read and update all properties.""";microsoft.graph/roleTemplate/read;Role Management Administrator
"""I need to update basic settings of cross-tenant access policy.""";policy/crossTenantAccessPolicy/basic/update;Cross-Tenant Access Policy Administrator
"""I need to update basic settings of cross-tenant access policy.""";policy/crossTenantAccessPolicy/basic/update;Cross-Tenant Access Policy Administrator
"""I need to update basic settings of cross-tenant access policy.""";policy/crossTenantAccessPolicy/basic/update;Cross-Tenant Access Policy Administrator
"""I need to update basic settings of cross-tenant access policy.""";policy/crossTenantAccessPolicy/basic/update;Cross-Tenant Access Policy Administrator
"""I need to update basic settings of cross-tenant access policy.""";policy/crossTenantAccessPolicy/basic/update;Cross-Tenant Access Policy Administrator
"""I need to update crendential related properties on certificate authority configurations for Internet of Things (IoT) device trust and authentication.""";IoT Hub Device Identity/Write;IoT Hub Contributor
"""I need to update crendential related properties on certificate authority configurations for Internet of Things (IoT) device trust and authentication.""";IoT Hub Device Identity/Write;IoT Hub Contributor
"""I need to update crendential related properties on certificate authority configurations for Internet of Things (IoT) device trust and authentication.""";IoT Hub Device Identity/Write;IoT Hub Contributor
"""I need to update crendential related properties on certificate authority configurations for Internet of Things (IoT) device trust and authentication.""";IoT Hub Device Identity/Write;IoT Hub Contributor
"""I need to update crendential related properties on certificate authority configurations for Internet of Things (IoT) device trust and authentication.""";IoT Hub Device Identity/Write;IoT Hub Contributor
"""I need to read standard properties of traffic logs such as DeviceId, DestinationIp and PolicyRuleId.""";SecurityEvents/read;Security Reader
"""I need to read standard properties of traffic logs such as DeviceId, DestinationIp and PolicyRuleId.""";SecurityEvents/read;Security Reader
"""I need to read standard properties of traffic logs such as DeviceId, DestinationIp and PolicyRuleId.""";SecurityEvents/read;Security Reader
"""I need to read standard properties of traffic logs such as DeviceId, DestinationIp and PolicyRuleId.""";SecurityEvents/read;Security Reader
"""I need to read standard properties of traffic logs such as DeviceId, DestinationIp and PolicyRuleId.""";SecurityEvents/read;Security Reader
"""I need to update owners of service principals.""";Directory/ServicePrincipal/Update;Service Principal Administrator
"""I need to update owners of service principals.""";Directory/ServicePrincipal/Update;Service Principal Administrator
"""I need to update owners of service principals.""";Directory/ServicePrincipal/Update;Service Principal Administrator
"""I need to update owners of service principals.""";Directory/ServicePrincipal/Update;Service Principal Administrator
"""I need to update owners of service principals.""";Directory/ServicePrincipal/Update;Service Principal Administrator
"""I need to perform the ``activate service`` action for a service.""";Microsoft.Authorization/roleAssignments/write;Service Administrator
"""I need to perform the ``activate service`` action for a service.""";Microsoft.Authorization/roleAssignments/write;Service Administrator
"""I need to perform the ``activate service`` action for a service.""";Microsoft.Authorization/roleAssignments/write;Service Administrator
"""I need to perform the ``activate service`` action for a service.""";Microsoft.Authorization/roleAssignments/write;Service Administrator
"""I need to perform the ``activate service`` action for a service.""";Microsoft.Authorization/roleAssignments/write;Service Administrator
"""I need to create policies in Microsoft Entra ID.""";NONE;Policy and Administration
"""I need to create policies in Microsoft Entra ID.""";NONE;Policy and Administration
"""I need to create policies in Microsoft Entra ID.""";NONE;Policy and Administration
"""I need to create policies in Microsoft Entra ID.""";NONE;Policy and Administration
"""I need to create policies in Microsoft Entra ID.""";NONE;Policy and Administration
"""I need to update Conditional Access authentication context of Microsoft 365 role-based access control (RBAC) resource actions.""";ConditionalAccessPolicy.ReadWrite.AuthenticationContext;Conditional Access Administrator
"""I need to update Conditional Access authentication context of Microsoft 365 role-based access control (RBAC) resource actions.""";ConditionalAccessPolicy.ReadWrite.AuthenticationContext;Conditional Access Administrator
"""I need to update Conditional Access authentication context of Microsoft 365 role-based access control (RBAC) resource actions.""";ConditionalAccessPolicy.ReadWrite.AuthenticationContext;Conditional Access Administrator
"""I need to update Conditional Access authentication context of Microsoft 365 role-based access control (RBAC) resource actions.""";ConditionalAccessPolicy.ReadWrite.AuthenticationContext;Conditional Access Administrator
"""I need to update Conditional Access authentication context of Microsoft 365 role-based access control (RBAC) resource actions.""";ConditionalAccessPolicy.ReadWrite.AuthenticationContext;Conditional Access Administrator
"""I need to permanently delete groups, which can no longer be restored.""";group/delete;Groups Administrator
"""I need to permanently delete groups, which can no longer be restored.""";group/delete;Groups Administrator
"""I need to permanently delete groups, which can no longer be restored.""";group/delete;Groups Administrator
"""I need to permanently delete groups, which can no longer be restored.""";group/delete;Groups Administrator
"""I need to permanently delete groups, which can no longer be restored.""";group/delete;Groups Administrator
"""I need to delete Conditional Access policies.""";policy/delete;Conditional Access Administrator
"""I need to delete Conditional Access policies.""";policy/delete;Conditional Access Administrator
"""I need to delete Conditional Access policies.""";policy/delete;Conditional Access Administrator
"""I need to delete Conditional Access policies.""";policy/delete;Conditional Access Administrator
"""I need to delete Conditional Access policies.""";policy/delete;Conditional Access Administrator
"""I need to read all properties of admin consent request policies in Microsoft Entra ID.""";policy/read;Policy and Administration Read Only
"""I need to read all properties of admin consent request policies in Microsoft Entra ID.""";policy/read;Policy and Administration Read Only
"""I need to read all properties of admin consent request policies in Microsoft Entra ID.""";policy/read;Policy and Administration Read Only
"""I need to read all properties of admin consent request policies in Microsoft Entra ID.""";policy/read;Policy and Administration Read Only
"""I need to read all properties of admin consent request policies in Microsoft Entra ID.""";policy/read;Policy and Administration Read Only
"""I need to read basic properties on subscriptions.""";Microsoft.Authorization/subscriptions/read;Reader
"""I need to read basic properties on subscriptions.""";Microsoft.Authorization/subscriptions/read;Reader
"""I need to read basic properties on subscriptions.""";Microsoft.Authorization/subscriptions/read;Reader
"""I need to read basic properties on subscriptions.""";Microsoft.Authorization/subscriptions/read;Reader
"""I need to read basic properties on subscriptions.""";Microsoft.Authorization/subscriptions/read;Reader
"""I need to manage learning sources and all their properties in Learning App.""";LearningApp/learningSource/manage;Learning App Administrator
"""I need to manage learning sources and all their properties in Learning App.""";LearningApp/learningSource/manage;Learning App Administrator
"""I need to manage learning sources and all their properties in Learning App.""";LearningApp/learningSource/manage;Learning App Administrator
"""I need to manage learning sources and all their properties in Learning App.""";LearningApp/learningSource/manage;Learning App Administrator
"""I need to manage learning sources and all their properties in Learning App.""";LearningApp/learningSource/manage;Learning App Administrator
"""I need to create cross-tenant sync policy for partners.""";crossTenantSyncPolicy/create;Cross-Tenant Synchronization Administrator
"""I need to create cross-tenant sync policy for partners.""";crossTenantSyncPolicy/create;Cross-Tenant Synchronization Administrator
"""I need to create cross-tenant sync policy for partners.""";crossTenantSyncPolicy/create;Cross-Tenant Synchronization Administrator
"""I need to create cross-tenant sync policy for partners.""";crossTenantSyncPolicy/create;Cross-Tenant Synchronization Administrator
"""I need to create cross-tenant sync policy for partners.""";crossTenantSyncPolicy/create;Cross-Tenant Synchronization Administrator
"""I need to create and delete all resources, and read and update standard properties in Privileged Identity Management.""";microsoft.authorization/roleAssignments/write;Privileged Role Administrator
"""I need to create and delete all resources, and read and update standard properties in Privileged Identity Management.""";microsoft.authorization/roleAssignments/write;Privileged Role Administrator
"""I need to create and delete all resources, and read and update standard properties in Privileged Identity Management.""";microsoft.authorization/roleAssignments/write;Privileged Role Administrator
"""I need to create and delete all resources, and read and update standard properties in Privileged Identity Management.""";microsoft.authorization/roleAssignments/write;Privileged Role Administrator
"""I need to create and delete all resources, and read and update standard properties in Privileged Identity Management.""";microsoft.authorization/roleAssignments/write;Privileged Role Administrator
"""I need to approve or reject new organizational messages for delivery in the Microsoft 365 admin center.""";microsoft.365/adminCenter/organizationalMessage/approve;Message Center Privacy Admin
"""I need to approve or reject new organizational messages for delivery in the Microsoft 365 admin center.""";microsoft.365/adminCenter/organizationalMessage/approve;Message Center Privacy Admin
"""I need to approve or reject new organizational messages for delivery in the Microsoft 365 admin center.""";microsoft.365/adminCenter/organizationalMessage/approve;Message Center Privacy Admin
"""I need to approve or reject new organizational messages for delivery in the Microsoft 365 admin center.""";microsoft.365/adminCenter/organizationalMessage/approve;Message Center Privacy Admin
"""I need to approve or reject new organizational messages for delivery in the Microsoft 365 admin center.""";microsoft.365/adminCenter/organizationalMessage/approve;Message Center Privacy Admin
"""I need to read all properties of access reviews for membership in Security and Microsoft 365 groups, including role-assignable groups.""";accessReview/read;Access Review Reader
"""I need to read all properties of access reviews for membership in Security and Microsoft 365 groups, including role-assignable groups.""";accessReview/read;Access Review Reader
"""I need to read all properties of access reviews for membership in Security and Microsoft 365 groups, including role-assignable groups.""";accessReview/read;Access Review Reader
"""I need to read all properties of access reviews for membership in Security and Microsoft 365 groups, including role-assignable groups.""";accessReview/read;Access Review Reader
"""I need to read all properties of access reviews for membership in Security and Microsoft 365 groups, including role-assignable groups.""";accessReview/read;Access Review Reader
"""I need to restore deleted users.""";microsoft.directory/users/restore;User Administrator
"""I need to restore deleted users.""";microsoft.directory/users/restore;User Administrator
"""I need to restore deleted users.""";microsoft.directory/users/restore;User Administrator
"""I need to restore deleted users.""";microsoft.directory/users/restore;User Administrator
"""I need to restore deleted users.""";microsoft.directory/users/restore;User Administrator
"""I need to update tenant restrictions of cross-tenant access policy for partners.""";policy/crossTenantAccessPolicy/tenantRestrictions/update;Security Administrator
"""I need to update tenant restrictions of cross-tenant access policy for partners.""";policy/crossTenantAccessPolicy/tenantRestrictions/update;Security Administrator
"""I need to update tenant restrictions of cross-tenant access policy for partners.""";policy/crossTenantAccessPolicy/tenantRestrictions/update;Security Administrator
"""I need to update tenant restrictions of cross-tenant access policy for partners.""";policy/crossTenantAccessPolicy/tenantRestrictions/update;Security Administrator
"""I need to update tenant restrictions of cross-tenant access policy for partners.""";policy/crossTenantAccessPolicy/tenantRestrictions/update;Security Administrator
"""I need to read all properties on audit logs, excluding custom security attributes audit logs.""";AuditLog/Read;Security Reader
"""I need to read all properties on audit logs, excluding custom security attributes audit logs.""";AuditLog/Read;Security Reader
"""I need to read all properties on audit logs, excluding custom security attributes audit logs.""";AuditLog/Read;Security Reader
"""I need to read all properties on audit logs, excluding custom security attributes audit logs.""";AuditLog/Read;Security Reader
"""I need to read all properties on audit logs, excluding custom security attributes audit logs.""";AuditLog/Read;Security Reader
"""I need to read entities and permissions of SharePoint Embedded containers.""";SharePointEmbeddedContainer/read;SharePoint Embedded Container Admin
"""I need to read entities and permissions of SharePoint Embedded containers.""";SharePointEmbeddedContainer/read;SharePoint Embedded Container Admin
"""I need to read entities and permissions of SharePoint Embedded containers.""";SharePointEmbeddedContainer/read;SharePoint Embedded Container Admin
"""I need to read entities and permissions of SharePoint Embedded containers.""";SharePointEmbeddedContainer/read;SharePoint Embedded Container Admin
"""I need to read entities and permissions of SharePoint Embedded containers.""";SharePointEmbeddedContainer/read;SharePoint Embedded Container Admin
"""I need to read and configure Azure DevOps.""";NONE;NONE
"""I need to read and configure Azure DevOps.""";NONE;NONE
"""I need to read and configure Azure DevOps.""";NONE;NONE
"""I need to read and configure Azure DevOps.""";NONE;NONE
"""I need to read and configure Azure DevOps.""";NONE;NONE
"""I need to update basic properties of custom rules that define network locations.""";ConditionalAccessPolicy.ReadWrite.All;Conditional Access Administrator
"""I need to update basic properties of custom rules that define network locations.""";ConditionalAccessPolicy.ReadWrite.All;Conditional Access Administrator
"""I need to update basic properties of custom rules that define network locations.""";ConditionalAccessPolicy.ReadWrite.All;Conditional Access Administrator
"""I need to update basic properties of custom rules that define network locations.""";ConditionalAccessPolicy.ReadWrite.All;Conditional Access Administrator
"""I need to update basic properties of custom rules that define network locations.""";ConditionalAccessPolicy.ReadWrite.All;Conditional Access Administrator
"""I need to delete custom rules that define network locations.""";ConditionalAccessPolicy.Delete;Conditional Access Administrator
"""I need to delete custom rules that define network locations.""";ConditionalAccessPolicy.Delete;Conditional Access Administrator
"""I need to delete custom rules that define network locations.""";ConditionalAccessPolicy.Delete;Conditional Access Administrator
"""I need to delete custom rules that define network locations.""";ConditionalAccessPolicy.Delete;Conditional Access Administrator
"""I need to delete custom rules that define network locations.""";ConditionalAccessPolicy.Delete;Conditional Access Administrator
