request;permission;role
"""I need to manage all aspects of Microsoft Edge.""";NONE;NONE
"""I need to read all properties of printers in Microsoft Print.""";NONE;NONE
"""I need to read all properties of printers in Microsoft Print.""";NONE;NONE
"""I need to read all properties of printers in Microsoft Print.""";NONE;NONE
"""I need to read all properties of printers in Microsoft Print.""";NONE;NONE
"""I need to read all properties of printers in Microsoft Print.""";NONE;NONE
"""I need to read all properties of access reviews of all reviewable resources in Microsoft Entra ID.""";microsoft.directory/accessReviews/definitions.applications/allProperties/read;Privileged Role Administrator
"""I need to read all properties of access reviews of all reviewable resources in Microsoft Entra ID.""";microsoft.directory/accessReviews/definitions.applications/allProperties/read;Privileged Role Administrator
"""I need to read all properties of access reviews of all reviewable resources in Microsoft Entra ID.""";microsoft.directory/accessReviews/definitions.applications/allProperties/read;Privileged Role Administrator
"""I need to read all properties of access reviews of all reviewable resources in Microsoft Entra ID.""";microsoft.directory/accessReviews/definitions.applications/allProperties/read;Privileged Role Administrator
"""I need to read all properties of access reviews of all reviewable resources in Microsoft Entra ID.""";microsoft.directory/accessReviews/definitions.applications/allProperties/read;Privileged Role Administrator
"""I need to update applicationsverification property.""";microsoft.directory/applications/createAsOwner;Application Developer
"""I need to update applicationsverification property.""";microsoft.directory/applications/createAsOwner;Application Developer
"""I need to update applicationsverification property.""";microsoft.directory/applications/createAsOwner;Application Developer
"""I need to update applicationsverification property.""";microsoft.directory/applications/createAsOwner;Application Developer
"""I need to update applicationsverification property.""";microsoft.directory/applications/createAsOwner;Application Developer
"""I need to manage all aspects of Power Apps.""";NONE;NONE
"""I need to manage all aspects of Power Apps.""";NONE;NONE
"""I need to manage all aspects of Power Apps.""";NONE;NONE
"""I need to manage all aspects of Power Apps.""";NONE;NONE
"""I need to manage all aspects of Power Apps.""";NONE;NONE
"""I need to read and configure key sets in Azure Active Directory B2C.""";microsoft.directory/b2cTrustFrameworkKeySet/allProperties/allTasks;B2C IEF Keyset Administrator
"""I need to read and configure key sets in Azure Active Directory B2C.""";microsoft.directory/b2cTrustFrameworkKeySet/allProperties/allTasks;B2C IEF Keyset Administrator
"""I need to read and configure key sets in Azure Active Directory B2C.""";microsoft.directory/b2cTrustFrameworkKeySet/allProperties/allTasks;B2C IEF Keyset Administrator
"""I need to read and configure key sets in Azure Active Directory B2C.""";microsoft.directory/b2cTrustFrameworkKeySet/allProperties/allTasks;B2C IEF Keyset Administrator
"""I need to read and configure key sets in Azure Active Directory B2C.""";microsoft.directory/b2cTrustFrameworkKeySet/allProperties/allTasks;B2C IEF Keyset Administrator
"""I need to read aspects of Microsoft Graph Data Connect.""";microsoft.graph.dataConnect/allEntities/allProperties/read;Global Reader
"""I need to read aspects of Microsoft Graph Data Connect.""";microsoft.graph.dataConnect/allEntities/allProperties/read;Global Reader
"""I need to read aspects of Microsoft Graph Data Connect.""";microsoft.graph.dataConnect/allEntities/allProperties/read;Global Reader
"""I need to read aspects of Microsoft Graph Data Connect.""";microsoft.graph.dataConnect/allEntities/allProperties/read;Global Reader
"""I need to read aspects of Microsoft Graph Data Connect.""";microsoft.graph.dataConnect/allEntities/allProperties/read;Global Reader
"""I need to delete application policies.""";microsoft.directory/policies/delete;Security Administrator
"""I need to delete application policies.""";microsoft.directory/policies/delete;Security Administrator
"""I need to delete application policies.""";microsoft.directory/policies/delete;Security Administrator
"""I need to delete application policies.""";microsoft.directory/policies/delete;Security Administrator
"""I need to delete application policies.""";microsoft.directory/policies/delete;Security Administrator
"""I need to read provisioning settings associated with the application object.""";microsoft.directory/applications/synchronization/standard/read;Cloud Application Administrator
"""I need to read provisioning settings associated with the application object.""";microsoft.directory/applications/synchronization/standard/read;Cloud Application Administrator
"""I need to read provisioning settings associated with the application object.""";microsoft.directory/applications/synchronization/standard/read;Cloud Application Administrator
"""I need to read provisioning settings associated with the application object.""";microsoft.directory/applications/synchronization/standard/read;Cloud Application Administrator
"""I need to read provisioning settings associated with the application object.""";microsoft.directory/applications/synchronization/standard/read;Cloud Application Administrator
"""I need to update tags of applications.""";microsoft.directory/servicePrincipals/appRoleAssignedTo/update;Identity Governance Administrator
"""I need to update tags of applications.""";microsoft.directory/servicePrincipals/appRoleAssignedTo/update;Identity Governance Administrator
"""I need to update tags of applications.""";microsoft.directory/servicePrincipals/appRoleAssignedTo/update;Identity Governance Administrator
"""I need to update tags of applications.""";microsoft.directory/servicePrincipals/appRoleAssignedTo/update;Identity Governance Administrator
"""I need to update tags of applications.""";microsoft.directory/servicePrincipals/appRoleAssignedTo/update;Identity Governance Administrator
"""I need to create IoT Device from Internet of Things (IoT) device templates.""";microsoft.directory/deviceTemplates/createDeviceFromTemplate;IoT Device Administrator
"""I need to create IoT Device from Internet of Things (IoT) device templates.""";microsoft.directory/deviceTemplates/createDeviceFromTemplate;IoT Device Administrator
"""I need to create IoT Device from Internet of Things (IoT) device templates.""";microsoft.directory/deviceTemplates/createDeviceFromTemplate;IoT Device Administrator
"""I need to create IoT Device from Internet of Things (IoT) device templates.""";microsoft.directory/deviceTemplates/createDeviceFromTemplate;IoT Device Administrator
"""I need to create IoT Device from Internet of Things (IoT) device templates.""";microsoft.directory/deviceTemplates/createDeviceFromTemplate;IoT Device Administrator
"""I need to update basic policies for users.""";microsoft.directory/users/basic/update;Authentication Administrator
"""I need to update basic policies for users.""";microsoft.directory/users/basic/update;Authentication Administrator
"""I need to update basic policies for users.""";microsoft.directory/users/basic/update;Authentication Administrator
"""I need to update basic policies for users.""";microsoft.directory/users/basic/update;Authentication Administrator
"""I need to update basic policies for users.""";microsoft.directory/users/basic/update;Authentication Administrator
"""I need to manage all aspects of Desktop Analytics.""";microsoft.office365.desktopAnalytics/allEntities/allTasks;Desktop Analytics Administrator
"""I need to manage all aspects of Desktop Analytics.""";microsoft.office365.desktopAnalytics/allEntities/allTasks;Desktop Analytics Administrator
"""I need to manage all aspects of Desktop Analytics.""";microsoft.office365.desktopAnalytics/allEntities/allTasks;Desktop Analytics Administrator
"""I need to manage all aspects of Desktop Analytics.""";microsoft.office365.desktopAnalytics/allEntities/allTasks;Desktop Analytics Administrator
"""I need to manage all aspects of Desktop Analytics.""";microsoft.office365.desktopAnalytics/allEntities/allTasks;Desktop Analytics Administrator
"""I need to read all data in the Call Quality Dashboard (CQD).""";microsoft.office365.usageReports/allEntities/allProperties/read;SharePoint Embedded Administrator
"""I need to read all data in the Call Quality Dashboard (CQD).""";microsoft.office365.usageReports/allEntities/allProperties/read;SharePoint Embedded Administrator
"""I need to read all data in the Call Quality Dashboard (CQD).""";microsoft.office365.usageReports/allEntities/allProperties/read;SharePoint Embedded Administrator
"""I need to read all data in the Call Quality Dashboard (CQD).""";microsoft.office365.usageReports/allEntities/allProperties/read;SharePoint Embedded Administrator
"""I need to read all data in the Call Quality Dashboard (CQD).""";microsoft.office365.usageReports/allEntities/allProperties/read;SharePoint Embedded Administrator
"""I need to read reports of attack simulation, responses, and associated training.""";microsoft.office365.protectionCenter/attackSimulator/reports/allProperties/read;Attack Payload Author
"""I need to read reports of attack simulation, responses, and associated training.""";microsoft.office365.protectionCenter/attackSimulator/reports/allProperties/read;Attack Payload Author
"""I need to read reports of attack simulation, responses, and associated training.""";microsoft.office365.protectionCenter/attackSimulator/reports/allProperties/read;Attack Payload Author
"""I need to read reports of attack simulation, responses, and associated training.""";microsoft.office365.protectionCenter/attackSimulator/reports/allProperties/read;Attack Payload Author
"""I need to read reports of attack simulation, responses, and associated training.""";microsoft.office365.protectionCenter/attackSimulator/reports/allProperties/read;Attack Payload Author
"""I need to read and update all properties for an organization.""";microsoft.directory/organization/allProperties/allTasks;Global Administrator
"""I need to read and update all properties for an organization.""";microsoft.directory/organization/allProperties/allTasks;Global Administrator
"""I need to read and update all properties for an organization.""";microsoft.directory/organization/allProperties/allTasks;Global Administrator
"""I need to read and update all properties for an organization.""";microsoft.directory/organization/allProperties/allTasks;Global Administrator
"""I need to read and update all properties for an organization.""";microsoft.directory/organization/allProperties/allTasks;Global Administrator
"""I need to manage all aspects of Office 365 billing.""";microsoft.commerce.billing/allEntities/allProperties/allTasks;Billing Administrator
"""I need to manage all aspects of Office 365 billing.""";microsoft.commerce.billing/allEntities/allProperties/allTasks;Billing Administrator
"""I need to manage all aspects of Office 365 billing.""";microsoft.commerce.billing/allEntities/allProperties/allTasks;Billing Administrator
"""I need to manage all aspects of Office 365 billing.""";microsoft.commerce.billing/allEntities/allProperties/allTasks;Billing Administrator
"""I need to manage all aspects of Office 365 billing.""";microsoft.commerce.billing/allEntities/allProperties/allTasks;Billing Administrator
"""I need to read basic properties on OAuth 2.0 permission grants.""";microsoft.directory/oAuth2PermissionGrants/standard/read;Directory Readers
"""I need to read basic properties on OAuth 2.0 permission grants.""";microsoft.directory/oAuth2PermissionGrants/standard/read;Directory Readers
"""I need to read basic properties on OAuth 2.0 permission grants.""";microsoft.directory/oAuth2PermissionGrants/standard/read;Directory Readers
"""I need to read basic properties on OAuth 2.0 permission grants.""";microsoft.directory/oAuth2PermissionGrants/standard/read;Directory Readers
"""I need to read basic properties on OAuth 2.0 permission grants.""";microsoft.directory/oAuth2PermissionGrants/standard/read;Directory Readers
"""I need to delete Security groups, excluding role-assignable groups.""";microsoft.directory/groups/delete;Groups Administrator
"""I need to delete Security groups, excluding role-assignable groups.""";microsoft.directory/groups/delete;Groups Administrator
"""I need to delete Security groups, excluding role-assignable groups.""";microsoft.directory/groups/delete;Groups Administrator
"""I need to delete Security groups, excluding role-assignable groups.""";microsoft.directory/groups/delete;Groups Administrator
"""I need to delete Security groups, excluding role-assignable groups.""";microsoft.directory/groups/delete;Groups Administrator
"""I need to delete a tenant participating in a multi-tenant organization.""";microsoft.directory/multiTenantOrganization/tenants/delete;Security Administrator
"""I need to delete a tenant participating in a multi-tenant organization.""";microsoft.directory/multiTenantOrganization/tenants/delete;Security Administrator
"""I need to delete a tenant participating in a multi-tenant organization.""";microsoft.directory/multiTenantOrganization/tenants/delete;Security Administrator
"""I need to delete a tenant participating in a multi-tenant organization.""";microsoft.directory/multiTenantOrganization/tenants/delete;Security Administrator
"""I need to delete a tenant participating in a multi-tenant organization.""";microsoft.directory/multiTenantOrganization/tenants/delete;Security Administrator
"""I need to read and configure restore session for Exchange Online in Microsoft 365 Backup.""";microsoft.backup/allEntities/allProperties/allTasks;Microsoft 365 Backup Administrator
"""I need to read and configure restore session for Exchange Online in Microsoft 365 Backup.""";microsoft.backup/allEntities/allProperties/allTasks;Microsoft 365 Backup Administrator
"""I need to read and configure restore session for Exchange Online in Microsoft 365 Backup.""";microsoft.backup/allEntities/allProperties/allTasks;Microsoft 365 Backup Administrator
"""I need to read and configure restore session for Exchange Online in Microsoft 365 Backup.""";microsoft.backup/allEntities/allProperties/allTasks;Microsoft 365 Backup Administrator
"""I need to read and configure restore session for Exchange Online in Microsoft 365 Backup.""";microsoft.backup/allEntities/allProperties/allTasks;Microsoft 365 Backup Administrator
"""I need to update credentials of service principals.""";microsoft.directory/servicePrincipals/synchronizationCredentials/manage;Directory Writers
"""I need to update credentials of service principals.""";microsoft.directory/servicePrincipals/synchronizationCredentials/manage;Directory Writers
"""I need to update credentials of service principals.""";microsoft.directory/servicePrincipals/synchronizationCredentials/manage;Directory Writers
"""I need to update credentials of service principals.""";microsoft.directory/servicePrincipals/synchronizationCredentials/manage;Directory Writers
"""I need to update credentials of service principals.""";microsoft.directory/servicePrincipals/synchronizationCredentials/manage;Directory Writers
"""I need to create and delete all resources, and read and update standard properties in SharePoint.""";microsoft.office365.sharePoint/allEntities/allTasks;Knowledge Manager
"""I need to create and delete all resources, and read and update standard properties in SharePoint.""";microsoft.office365.sharePoint/allEntities/allTasks;Knowledge Manager
"""I need to create and delete all resources, and read and update standard properties in SharePoint.""";microsoft.office365.sharePoint/allEntities/allTasks;Knowledge Manager
"""I need to create and delete all resources, and read and update standard properties in SharePoint.""";microsoft.office365.sharePoint/allEntities/allTasks;Knowledge Manager
"""I need to create and delete all resources, and read and update standard properties in SharePoint.""";microsoft.office365.sharePoint/allEntities/allTasks;Knowledge Manager
"""I need to manage all aspects of Microsoft Entra Permissions Management.""";microsoft.permissionsManagement/allEntities/allProperties/allTasks;Permissions Management Administrator
"""I need to manage all aspects of Microsoft Entra Permissions Management.""";microsoft.permissionsManagement/allEntities/allProperties/allTasks;Permissions Management Administrator
"""I need to manage all aspects of Microsoft Entra Permissions Management.""";microsoft.permissionsManagement/allEntities/allProperties/allTasks;Permissions Management Administrator
"""I need to manage all aspects of Microsoft Entra Permissions Management.""";microsoft.permissionsManagement/allEntities/allProperties/allTasks;Permissions Management Administrator
"""I need to manage all aspects of Microsoft Entra Permissions Management.""";microsoft.permissionsManagement/allEntities/allProperties/allTasks;Permissions Management Administrator
"""I need to create and delete Microsoft Entra role templates, and read and update all properties.""";microsoft.directory/roleDefinitions/allProperties/allTasks;Privileged Role Administrator
"""I need to create and delete Microsoft Entra role templates, and read and update all properties.""";microsoft.directory/roleDefinitions/allProperties/allTasks;Privileged Role Administrator
"""I need to create and delete Microsoft Entra role templates, and read and update all properties.""";microsoft.directory/roleDefinitions/allProperties/allTasks;Privileged Role Administrator
"""I need to create and delete Microsoft Entra role templates, and read and update all properties.""";microsoft.directory/roleDefinitions/allProperties/allTasks;Privileged Role Administrator
"""I need to create and delete Microsoft Entra role templates, and read and update all properties.""";microsoft.directory/roleDefinitions/allProperties/allTasks;Privileged Role Administrator
"""I need to update basic settings of cross-tenant access policy.""";microsoft.directory/crossTenantAccessPolicy/basic/update;Security Administrator
"""I need to update basic settings of cross-tenant access policy.""";microsoft.directory/crossTenantAccessPolicy/basic/update;Security Administrator
"""I need to update basic settings of cross-tenant access policy.""";microsoft.directory/crossTenantAccessPolicy/basic/update;Security Administrator
"""I need to update basic settings of cross-tenant access policy.""";microsoft.directory/crossTenantAccessPolicy/basic/update;Security Administrator
"""I need to update basic settings of cross-tenant access policy.""";microsoft.directory/crossTenantAccessPolicy/basic/update;Security Administrator
"""I need to update crendential related properties on certificate authority configurations for Internet of Things (IoT) device trust and authentication.""";microsoft.directory/certificateBasedDeviceAuthConfigurations/credentials/update;IoT Device Administrator
"""I need to update crendential related properties on certificate authority configurations for Internet of Things (IoT) device trust and authentication.""";microsoft.directory/certificateBasedDeviceAuthConfigurations/credentials/update;IoT Device Administrator
"""I need to update crendential related properties on certificate authority configurations for Internet of Things (IoT) device trust and authentication.""";microsoft.directory/certificateBasedDeviceAuthConfigurations/credentials/update;IoT Device Administrator
"""I need to update crendential related properties on certificate authority configurations for Internet of Things (IoT) device trust and authentication.""";microsoft.directory/certificateBasedDeviceAuthConfigurations/credentials/update;IoT Device Administrator
"""I need to update crendential related properties on certificate authority configurations for Internet of Things (IoT) device trust and authentication.""";microsoft.directory/certificateBasedDeviceAuthConfigurations/credentials/update;IoT Device Administrator
"""I need to read standard properties of traffic logs such as DeviceId, DestinationIp and PolicyRuleId.""";microsoft.networkAccess/trafficLogs/standard/read;Global Secure Access Log Reader
"""I need to read standard properties of traffic logs such as DeviceId, DestinationIp and PolicyRuleId.""";microsoft.networkAccess/trafficLogs/standard/read;Global Secure Access Log Reader
"""I need to read standard properties of traffic logs such as DeviceId, DestinationIp and PolicyRuleId.""";microsoft.networkAccess/trafficLogs/standard/read;Global Secure Access Log Reader
"""I need to read standard properties of traffic logs such as DeviceId, DestinationIp and PolicyRuleId.""";microsoft.networkAccess/trafficLogs/standard/read;Global Secure Access Log Reader
"""I need to read standard properties of traffic logs such as DeviceId, DestinationIp and PolicyRuleId.""";microsoft.networkAccess/trafficLogs/standard/read;Global Secure Access Log Reader
"""I need to update owners of service principals.""";microsoft.directory/servicePrincipals/owners/update;Cloud Application Administrator
"""I need to update owners of service principals.""";microsoft.directory/servicePrincipals/owners/update;Cloud Application Administrator
"""I need to update owners of service principals.""";microsoft.directory/servicePrincipals/owners/update;Cloud Application Administrator
"""I need to update owners of service principals.""";microsoft.directory/servicePrincipals/owners/update;Cloud Application Administrator
"""I need to update owners of service principals.""";microsoft.directory/servicePrincipals/owners/update;Cloud Application Administrator
"""I need to perform the ``activate service`` action for a service.""";microsoft.azure.serviceHealth/allEntities/allTasks;Desktop Analytics Administrator
"""I need to perform the ``activate service`` action for a service.""";microsoft.azure.serviceHealth/allEntities/allTasks;Desktop Analytics Administrator
"""I need to perform the ``activate service`` action for a service.""";microsoft.azure.serviceHealth/allEntities/allTasks;Desktop Analytics Administrator
"""I need to perform the ``activate service`` action for a service.""";microsoft.azure.serviceHealth/allEntities/allTasks;Desktop Analytics Administrator
"""I need to perform the ``activate service`` action for a service.""";microsoft.azure.serviceHealth/allEntities/allTasks;Desktop Analytics Administrator
"""I need to create policies in Microsoft Entra ID.""";microsoft.directory/policies/allProperties/allTasks;Global Administrator
"""I need to create policies in Microsoft Entra ID.""";microsoft.directory/policies/allProperties/allTasks;Global Administrator
"""I need to create policies in Microsoft Entra ID.""";microsoft.directory/policies/allProperties/allTasks;Global Administrator
"""I need to create policies in Microsoft Entra ID.""";microsoft.directory/policies/allProperties/allTasks;Global Administrator
"""I need to create policies in Microsoft Entra ID.""";microsoft.directory/policies/allProperties/allTasks;Global Administrator
"""I need to update Conditional Access authentication context of Microsoft 365 role-based access control (RBAC) resource actions.""";NONE;NONE
"""I need to update Conditional Access authentication context of Microsoft 365 role-based access control (RBAC) resource actions.""";NONE;NONE
"""I need to update Conditional Access authentication context of Microsoft 365 role-based access control (RBAC) resource actions.""";NONE;NONE
"""I need to update Conditional Access authentication context of Microsoft 365 role-based access control (RBAC) resource actions.""";NONE;NONE
"""I need to update Conditional Access authentication context of Microsoft 365 role-based access control (RBAC) resource actions.""";NONE;NONE
"""I need to permanently delete groups, which can no longer be restored.""";microsoft.directory/deletedItems.groups/delete;Groups Administrator
"""I need to permanently delete groups, which can no longer be restored.""";microsoft.directory/deletedItems.groups/delete;Groups Administrator
"""I need to permanently delete groups, which can no longer be restored.""";microsoft.directory/deletedItems.groups/delete;Groups Administrator
"""I need to permanently delete groups, which can no longer be restored.""";microsoft.directory/deletedItems.groups/delete;Groups Administrator
"""I need to permanently delete groups, which can no longer be restored.""";microsoft.directory/deletedItems.groups/delete;Groups Administrator
"""I need to delete Conditional Access policies.""";microsoft.directory/policies/standard/read;Security Reader
"""I need to delete Conditional Access policies.""";microsoft.directory/policies/standard/read;Security Reader
"""I need to delete Conditional Access policies.""";microsoft.directory/policies/standard/read;Security Reader
"""I need to delete Conditional Access policies.""";microsoft.directory/policies/standard/read;Security Reader
"""I need to delete Conditional Access policies.""";microsoft.directory/policies/standard/read;Security Reader
"""I need to read all properties of admin consent request policies in Microsoft Entra ID.""";microsoft.directory/adminConsentRequestPolicies/allProperties/read;NONE
"""I need to read all properties of admin consent request policies in Microsoft Entra ID.""";microsoft.directory/adminConsentRequestPolicies/allProperties/read;NONE
"""I need to read all properties of admin consent request policies in Microsoft Entra ID.""";microsoft.directory/adminConsentRequestPolicies/allProperties/read;NONE
"""I need to read all properties of admin consent request policies in Microsoft Entra ID.""";microsoft.directory/adminConsentRequestPolicies/allProperties/read;NONE
"""I need to read all properties of admin consent request policies in Microsoft Entra ID.""";microsoft.directory/adminConsentRequestPolicies/allProperties/read;NONE
"""I need to read basic properties on subscriptions.""";microsoft.directory/subscribedSkus/allProperties/read;Global Reader
"""I need to read basic properties on subscriptions.""";microsoft.directory/subscribedSkus/allProperties/read;Global Reader
"""I need to read basic properties on subscriptions.""";microsoft.directory/subscribedSkus/allProperties/read;Global Reader
"""I need to read basic properties on subscriptions.""";microsoft.directory/subscribedSkus/allProperties/read;Global Reader
"""I need to read basic properties on subscriptions.""";microsoft.directory/subscribedSkus/allProperties/read;Global Reader
"""I need to manage learning sources and all their properties in Learning App.""";microsoft.viva.goals/allEntities/allProperties/allTasks;Viva Goals Administrator
"""I need to manage learning sources and all their properties in Learning App.""";microsoft.viva.goals/allEntities/allProperties/allTasks;Viva Goals Administrator
"""I need to manage learning sources and all their properties in Learning App.""";microsoft.viva.goals/allEntities/allProperties/allTasks;Viva Goals Administrator
"""I need to manage learning sources and all their properties in Learning App.""";microsoft.viva.goals/allEntities/allProperties/allTasks;Viva Goals Administrator
"""I need to manage learning sources and all their properties in Learning App.""";microsoft.viva.goals/allEntities/allProperties/allTasks;Viva Goals Administrator
"""I need to create cross-tenant sync policy for partners.""";microsoft.directory/crossTenantAccessPolicy/partners/identitySynchronization/create;Security Administrator
"""I need to create cross-tenant sync policy for partners.""";microsoft.directory/crossTenantAccessPolicy/partners/identitySynchronization/create;Security Administrator
"""I need to create cross-tenant sync policy for partners.""";microsoft.directory/crossTenantAccessPolicy/partners/identitySynchronization/create;Security Administrator
"""I need to create cross-tenant sync policy for partners.""";microsoft.directory/crossTenantAccessPolicy/partners/identitySynchronization/create;Security Administrator
"""I need to create cross-tenant sync policy for partners.""";microsoft.directory/crossTenantAccessPolicy/partners/identitySynchronization/create;Security Administrator
"""I need to create and delete all resources, and read and update standard properties in Privileged Identity Management.""";microsoft.directory/privilegedIdentityManagement/allProperties/read;Security Operator
"""I need to create and delete all resources, and read and update standard properties in Privileged Identity Management.""";microsoft.directory/privilegedIdentityManagement/allProperties/read;Security Operator
"""I need to create and delete all resources, and read and update standard properties in Privileged Identity Management.""";microsoft.directory/privilegedIdentityManagement/allProperties/read;Security Operator
"""I need to create and delete all resources, and read and update standard properties in Privileged Identity Management.""";microsoft.directory/privilegedIdentityManagement/allProperties/read;Security Operator
"""I need to create and delete all resources, and read and update standard properties in Privileged Identity Management.""";microsoft.directory/privilegedIdentityManagement/allProperties/read;Security Operator
"""I need to approve or reject new organizational messages for delivery in the Microsoft 365 admin center.""";microsoft.office365.organizationalMessages/allEntities/allProperties/update;Organizational Messages Approver
"""I need to approve or reject new organizational messages for delivery in the Microsoft 365 admin center.""";microsoft.office365.organizationalMessages/allEntities/allProperties/update;Organizational Messages Approver
"""I need to approve or reject new organizational messages for delivery in the Microsoft 365 admin center.""";microsoft.office365.organizationalMessages/allEntities/allProperties/update;Organizational Messages Approver
"""I need to approve or reject new organizational messages for delivery in the Microsoft 365 admin center.""";microsoft.office365.organizationalMessages/allEntities/allProperties/update;Organizational Messages Approver
"""I need to approve or reject new organizational messages for delivery in the Microsoft 365 admin center.""";microsoft.office365.organizationalMessages/allEntities/allProperties/update;Organizational Messages Approver
"""I need to read all properties of access reviews for membership in Security and Microsoft 365 groups, including role-assignable groups.""";microsoft.directory/accessReviews/definitions.groups/allProperties/read;Identity Governance Administrator
"""I need to read all properties of access reviews for membership in Security and Microsoft 365 groups, including role-assignable groups.""";microsoft.directory/accessReviews/definitions.groups/allProperties/read;Identity Governance Administrator
"""I need to read all properties of access reviews for membership in Security and Microsoft 365 groups, including role-assignable groups.""";microsoft.directory/accessReviews/definitions.groups/allProperties/read;Identity Governance Administrator
"""I need to read all properties of access reviews for membership in Security and Microsoft 365 groups, including role-assignable groups.""";microsoft.directory/accessReviews/definitions.groups/allProperties/read;Identity Governance Administrator
"""I need to read all properties of access reviews for membership in Security and Microsoft 365 groups, including role-assignable groups.""";microsoft.directory/accessReviews/definitions.groups/allProperties/read;Identity Governance Administrator
"""I need to restore deleted users.""";microsoft.directory/deletedItems.users/restore;Authentication Administrator
"""I need to restore deleted users.""";microsoft.directory/deletedItems.users/restore;Authentication Administrator
"""I need to restore deleted users.""";microsoft.directory/deletedItems.users/restore;Authentication Administrator
"""I need to restore deleted users.""";microsoft.directory/deletedItems.users/restore;Authentication Administrator
"""I need to restore deleted users.""";microsoft.directory/deletedItems.users/restore;Authentication Administrator
"""I need to update tenant restrictions of cross-tenant access policy for partners.""";microsoft.directory/crossTenantAccessPolicy/partners/tenantRestrictions/update;Security Administrator
"""I need to update tenant restrictions of cross-tenant access policy for partners.""";microsoft.directory/crossTenantAccessPolicy/partners/tenantRestrictions/update;Security Administrator
"""I need to update tenant restrictions of cross-tenant access policy for partners.""";microsoft.directory/crossTenantAccessPolicy/partners/tenantRestrictions/update;Security Administrator
"""I need to update tenant restrictions of cross-tenant access policy for partners.""";microsoft.directory/crossTenantAccessPolicy/partners/tenantRestrictions/update;Security Administrator
"""I need to update tenant restrictions of cross-tenant access policy for partners.""";microsoft.directory/crossTenantAccessPolicy/partners/tenantRestrictions/update;Security Administrator
"""I need to read all properties on audit logs, excluding custom security attributes audit logs.""";microsoft.directory/auditLogs/allProperties/read;Reports Reader
"""I need to read all properties on audit logs, excluding custom security attributes audit logs.""";microsoft.directory/auditLogs/allProperties/read;Reports Reader
"""I need to read all properties on audit logs, excluding custom security attributes audit logs.""";microsoft.directory/auditLogs/allProperties/read;Reports Reader
"""I need to read all properties on audit logs, excluding custom security attributes audit logs.""";microsoft.directory/auditLogs/allProperties/read;Reports Reader
"""I need to read all properties on audit logs, excluding custom security attributes audit logs.""";microsoft.directory/auditLogs/allProperties/read;Reports Reader
"""I need to read entities and permissions of SharePoint Embedded containers.""";microsoft.office365.fileStorageContainers/allEntities/allProperties/read;Global Reader
"""I need to read entities and permissions of SharePoint Embedded containers.""";microsoft.office365.fileStorageContainers/allEntities/allProperties/read;Global Reader
"""I need to read entities and permissions of SharePoint Embedded containers.""";microsoft.office365.fileStorageContainers/allEntities/allProperties/read;Global Reader
"""I need to read entities and permissions of SharePoint Embedded containers.""";microsoft.office365.fileStorageContainers/allEntities/allProperties/read;Global Reader
"""I need to read entities and permissions of SharePoint Embedded containers.""";microsoft.office365.fileStorageContainers/allEntities/allProperties/read;Global Reader
"""I need to read and configure Azure DevOps.""";NONE;NONE
"""I need to read and configure Azure DevOps.""";NONE;NONE
"""I need to read and configure Azure DevOps.""";NONE;NONE
"""I need to read and configure Azure DevOps.""";NONE;NONE
"""I need to read and configure Azure DevOps.""";NONE;NONE
"""I need to update basic properties of custom rules that define network locations.""";microsoft.directory/namedLocations/basic/update;Conditional Access Administrator
"""I need to update basic properties of custom rules that define network locations.""";microsoft.directory/namedLocations/basic/update;Conditional Access Administrator
"""I need to update basic properties of custom rules that define network locations.""";microsoft.directory/namedLocations/basic/update;Conditional Access Administrator
"""I need to update basic properties of custom rules that define network locations.""";microsoft.directory/namedLocations/basic/update;Conditional Access Administrator
"""I need to update basic properties of custom rules that define network locations.""";microsoft.directory/namedLocations/basic/update;Conditional Access Administrator
"""I need to delete custom rules that define network locations.""";microsoft.directory/namedLocations/delete;Conditional Access Administrator
"""I need to delete custom rules that define network locations.""";microsoft.directory/namedLocations/delete;Conditional Access Administrator
"""I need to delete custom rules that define network locations.""";microsoft.directory/namedLocations/delete;Conditional Access Administrator
"""I need to delete custom rules that define network locations.""";microsoft.directory/namedLocations/delete;Conditional Access Administrator
"""I need to delete custom rules that define network locations.""";microsoft.directory/namedLocations/delete;Conditional Access Administrator
