request;permission;role;Candidate_Roles
"""I need to get list of Backup Vaults in a Resource Group.""";Microsoft.RecoveryServices/Vaults/read;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to return the result of reading blob tags.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to return the result of reading blob tags.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to return the result of reading blob tags.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to return the result of reading blob tags.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to return the result of reading blob tags.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to return summaries for Protected Items and Protected Servers for a Recovery Services.""";Microsoft.RecoveryServices/Vaults/backupProtectedItems/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to return summaries for Protected Items and Protected Servers for a Recovery Services.""";Microsoft.RecoveryServices/Vaults/backupProtectedItems/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to return summaries for Protected Items and Protected Servers for a Recovery Services.""";Microsoft.RecoveryServices/Vaults/backupProtectedItems/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to return summaries for Protected Items and Protected Servers for a Recovery Services.""";Microsoft.RecoveryServices/Vaults/backupProtectedItems/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to return summaries for Protected Items and Protected Servers for a Recovery Services.""";Microsoft.RecoveryServices/Vaults/backupProtectedItems/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to delete the Backup Policy.""";Microsoft.RecoveryServices/Vaults/backupPolicies/delete;NONE;NONE
"""I need to delete the Backup Policy.""";Microsoft.RecoveryServices/Vaults/backupPolicies/delete;NONE;NONE
"""I need to delete the Backup Policy.""";Microsoft.RecoveryServices/Vaults/backupPolicies/delete;NONE;NONE
"""I need to delete the Backup Policy.""";Microsoft.RecoveryServices/Vaults/backupPolicies/delete;NONE;NONE
"""I need to delete the Backup Policy.""";Microsoft.RecoveryServices/Vaults/backupPolicies/delete;NONE;NONE
"""I need to read roles and role assignments.""";Microsoft.Authorization/roleAssignments/read;Elastic SAN Reader;Elastic SAN Reader(5), Elastic SAN Volume Group Owner(4)
"""I need to read roles and role assignments.""";Microsoft.Authorization/roleAssignments/read;Elastic SAN Reader;Elastic SAN Reader(5), Elastic SAN Volume Group Owner(4)
"""I need to read roles and role assignments.""";Microsoft.Authorization/roleAssignments/read;Elastic SAN Reader;Elastic SAN Reader(5), Elastic SAN Volume Group Owner(4)
"""I need to read roles and role assignments.""";Microsoft.Authorization/roleAssignments/read;Elastic SAN Reader;Elastic SAN Reader(5), Elastic SAN Volume Group Owner(4)
"""I need to read roles and role assignments.""";Microsoft.Authorization/roleAssignments/read;Elastic SAN Reader;Elastic SAN Reader(5), Elastic SAN Volume Group Owner(4)
"""I need to return all registered containers.""";Microsoft.RecoveryServices/Vaults/registeredIdentities/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to return all registered containers.""";Microsoft.RecoveryServices/Vaults/registeredIdentities/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to return all registered containers.""";Microsoft.RecoveryServices/Vaults/registeredIdentities/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to return all registered containers.""";Microsoft.RecoveryServices/Vaults/registeredIdentities/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to return all registered containers.""";Microsoft.RecoveryServices/Vaults/registeredIdentities/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to create and manage usage of Recovery Services vault.""";Microsoft.RecoveryServices/Vaults/usages/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to create and manage usage of Recovery Services vault.""";Microsoft.RecoveryServices/Vaults/usages/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to create and manage usage of Recovery Services vault.""";Microsoft.RecoveryServices/Vaults/usages/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to create and manage usage of Recovery Services vault.""";Microsoft.RecoveryServices/Vaults/usages/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to create and manage usage of Recovery Services vault.""";Microsoft.RecoveryServices/Vaults/usages/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to get information about a role definition.""";Microsoft.Authorization/roleDefinitions/read;Elastic SAN Reader;Elastic SAN Reader(5), Elastic SAN Volume Group Owner(4)
"""I need to get information about a role definition.""";Microsoft.Authorization/roleDefinitions/read;Elastic SAN Reader;Elastic SAN Reader(5), Elastic SAN Volume Group Owner(4)
"""I need to get information about a role definition.""";Microsoft.Authorization/roleDefinitions/read;Elastic SAN Reader;Elastic SAN Reader(5), Elastic SAN Volume Group Owner(4)
"""I need to get information about a role definition.""";Microsoft.Authorization/roleDefinitions/read;Elastic SAN Reader;Elastic SAN Reader(5), Elastic SAN Volume Group Owner(4)
"""I need to get information about a role definition.""";Microsoft.Authorization/roleDefinitions/read;Elastic SAN Reader;Elastic SAN Reader(5), Elastic SAN Volume Group Owner(4)
"""I need to list the unencrypted credentials related to the order.""";Microsoft.Storage/storageAccounts/listKeys/action;Reader and Data Access;Reader and Data Access(3), Storage Account Key Operator Service Role(2)
"""I need to list the unencrypted credentials related to the order.""";Microsoft.Storage/storageAccounts/listKeys/action;Reader and Data Access;Reader and Data Access(3), Storage Account Key Operator Service Role(2)
"""I need to list the unencrypted credentials related to the order.""";Microsoft.Storage/storageAccounts/listKeys/action;Reader and Data Access;Reader and Data Access(3), Storage Account Key Operator Service Role(2)
"""I need to list the unencrypted credentials related to the order.""";Microsoft.Storage/storageAccounts/listKeys/action;Reader and Data Access;Reader and Data Access(3), Storage Account Key Operator Service Role(2)
"""I need to list the unencrypted credentials related to the order.""";Microsoft.Storage/storageAccounts/listKeys/action;Reader and Data Access;Reader and Data Access(3), Storage Account Key Operator Service Role(2)
"""I need to create and manage extended info related to vault.""";Microsoft.RecoveryServices/Vaults/extendedInformation/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to create and manage extended info related to vault.""";Microsoft.RecoveryServices/Vaults/extendedInformation/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to create and manage extended info related to vault.""";Microsoft.RecoveryServices/Vaults/extendedInformation/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to create and manage extended info related to vault.""";Microsoft.RecoveryServices/Vaults/extendedInformation/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to create and manage extended info related to vault.""";Microsoft.RecoveryServices/Vaults/extendedInformation/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to return a blob or a list of blobs.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to return a blob or a list of blobs.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to return a blob or a list of blobs.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to return a blob or a list of blobs.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to return a blob or a list of blobs.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to manage results of operation on backup management.""";Microsoft.RecoveryServices/Vaults/backupOperationResults/*;Backup Operator;Backup Operator(102), Backup Contributor(86)
"""I need to manage results of operation on backup management.""";Microsoft.RecoveryServices/Vaults/backupOperationResults/*;Backup Operator;Backup Operator(102), Backup Contributor(86)
"""I need to manage results of operation on backup management.""";Microsoft.RecoveryServices/Vaults/backupOperationResults/*;Backup Operator;Backup Operator(102), Backup Contributor(86)
"""I need to manage results of operation on backup management.""";Microsoft.RecoveryServices/Vaults/backupOperationResults/*;Backup Operator;Backup Operator(102), Backup Contributor(86)
"""I need to manage results of operation on backup management.""";Microsoft.RecoveryServices/Vaults/backupOperationResults/*;Backup Operator;Backup Operator(102), Backup Contributor(86)
"""I need to delete one or more messages from a queue.""";Microsoft.Storage/storageAccounts/queueServices/queues/messages/delete;Storage Queue Data Contributor;Storage Queue Data Contributor(7)
"""I need to delete one or more messages from a queue.""";Microsoft.Storage/storageAccounts/queueServices/queues/messages/delete;Storage Queue Data Contributor;Storage Queue Data Contributor(7)
"""I need to delete one or more messages from a queue.""";Microsoft.Storage/storageAccounts/queueServices/queues/messages/delete;Storage Queue Data Contributor;Storage Queue Data Contributor(7)
"""I need to delete one or more messages from a queue.""";Microsoft.Storage/storageAccounts/queueServices/queues/messages/delete;Storage Queue Data Contributor;Storage Queue Data Contributor(7)
"""I need to delete one or more messages from a queue.""";Microsoft.Storage/storageAccounts/queueServices/queues/messages/delete;Storage Queue Data Contributor;Storage Queue Data Contributor(7)
"""I need to get a network interface definition.""";Microsoft.Network/networkInterfaces/read;Avere Operator;Avere Operator(14)
"""I need to get a network interface definition.""";Microsoft.Network/networkInterfaces/read;Avere Operator;Avere Operator(14)
"""I need to get a network interface definition.""";Microsoft.Network/networkInterfaces/read;Avere Operator;Avere Operator(14)
"""I need to get a network interface definition.""";Microsoft.Network/networkInterfaces/read;Avere Operator;Avere Operator(14)
"""I need to get a network interface definition.""";Microsoft.Network/networkInterfaces/read;Avere Operator;Avere Operator(14)
"""I need to update an Azure resource of type 'Backup Vault'.""";Microsoft.DataProtection/backupVaults/write;Backup Contributor;Backup Contributor(86)
"""I need to update an Azure resource of type 'Backup Vault'.""";Microsoft.DataProtection/backupVaults/write;Backup Contributor;Backup Contributor(86)
"""I need to update an Azure resource of type 'Backup Vault'.""";Microsoft.DataProtection/backupVaults/write;Backup Contributor;Backup Contributor(86)
"""I need to update an Azure resource of type 'Backup Vault'.""";Microsoft.DataProtection/backupVaults/write;Backup Contributor;Backup Contributor(86)
"""I need to update an Azure resource of type 'Backup Vault'.""";Microsoft.DataProtection/backupVaults/write;Backup Contributor;Backup Contributor(86)
"""I need to return recovery points from secondary region for cross region restore enabled Backup Vaults.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/fetchSecondaryRecoveryPoints/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to return recovery points from secondary region for cross region restore enabled Backup Vaults.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/fetchSecondaryRecoveryPoints/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to return recovery points from secondary region for cross region restore enabled Backup Vaults.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/fetchSecondaryRecoveryPoints/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to return recovery points from secondary region for cross region restore enabled Backup Vaults.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/fetchSecondaryRecoveryPoints/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to return recovery points from secondary region for cross region restore enabled Backup Vaults.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/locations/fetchSecondaryRecoveryPoints/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to query tables.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to query tables.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to query tables.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to query tables.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to query tables.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to get the feature of a subscription in a given resource provider.""";Microsoft.Features/providers/features/read;Backup MUA Admin;Backup MUA Admin(26), Storage Account Backup Contributor(18)
"""I need to get the feature of a subscription in a given resource provider.""";Microsoft.Features/providers/features/read;Backup MUA Admin;Backup MUA Admin(26), Storage Account Backup Contributor(18)
"""I need to get the feature of a subscription in a given resource provider.""";Microsoft.Features/providers/features/read;Backup MUA Admin;Backup MUA Admin(26), Storage Account Backup Contributor(18)
"""I need to get the feature of a subscription in a given resource provider.""";Microsoft.Features/providers/features/read;Backup MUA Admin;Backup MUA Admin(26), Storage Account Backup Contributor(18)
"""I need to get the feature of a subscription in a given resource provider.""";Microsoft.Features/providers/features/read;Backup MUA Admin;Backup MUA Admin(26), Storage Account Backup Contributor(18)
"""I need to delete tables.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9)
"""I need to delete tables.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9)
"""I need to delete tables.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9)
"""I need to delete tables.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9)
"""I need to delete tables.""";Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete;Avere Contributor;Avere Contributor(23), Avere Operator(14), Storage Blob Data Contributor(9)
"""I need to resolve the alert.""";Microsoft.RecoveryServices/Vaults/monitoringAlerts/write;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to resolve the alert.""";Microsoft.RecoveryServices/Vaults/monitoringAlerts/write;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to resolve the alert.""";Microsoft.RecoveryServices/Vaults/monitoringAlerts/write;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to resolve the alert.""";Microsoft.RecoveryServices/Vaults/monitoringAlerts/write;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to resolve the alert.""";Microsoft.RecoveryServices/Vaults/monitoringAlerts/write;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to get Result of Operation Performed on Protected Items.""";Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/operationResults/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to get Result of Operation Performed on Protected Items.""";Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/operationResults/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to get Result of Operation Performed on Protected Items.""";Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/operationResults/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to get Result of Operation Performed on Protected Items.""";Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/operationResults/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to get Result of Operation Performed on Protected Items.""";Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/operationResults/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to modify queue metadata or properties.""";Microsoft.Storage/storageAccounts/queueServices/queues/write;Storage Queue Data Contributor;Storage Queue Data Contributor(7)
"""I need to modify queue metadata or properties.""";Microsoft.Storage/storageAccounts/queueServices/queues/write;Storage Queue Data Contributor;Storage Queue Data Contributor(7)
"""I need to modify queue metadata or properties.""";Microsoft.Storage/storageAccounts/queueServices/queues/write;Storage Queue Data Contributor;Storage Queue Data Contributor(7)
"""I need to modify queue metadata or properties.""";Microsoft.Storage/storageAccounts/queueServices/queues/write;Storage Queue Data Contributor;Storage Queue Data Contributor(7)
"""I need to modify queue metadata or properties.""";Microsoft.Storage/storageAccounts/queueServices/queues/write;Storage Queue Data Contributor;Storage Queue Data Contributor(7)
"""I need to create and manage Results of backup management operations.""";Microsoft.RecoveryServices/Vaults/backupOperationResults/*;Backup Operator;Backup Operator(102), Backup Contributor(86)
"""I need to create and manage Results of backup management operations.""";Microsoft.RecoveryServices/Vaults/backupOperationResults/*;Backup Operator;Backup Operator(102), Backup Contributor(86)
"""I need to create and manage Results of backup management operations.""";Microsoft.RecoveryServices/Vaults/backupOperationResults/*;Backup Operator;Backup Operator(102), Backup Contributor(86)
"""I need to create and manage Results of backup management operations.""";Microsoft.RecoveryServices/Vaults/backupOperationResults/*;Backup Operator;Backup Operator(102), Backup Contributor(86)
"""I need to create and manage Results of backup management operations.""";Microsoft.RecoveryServices/Vaults/backupOperationResults/*;Backup Operator;Backup Operator(102), Backup Contributor(86)
"""I need to create, update, or read the diagnostic setting for Analysis Server.""";Microsoft.Insights/diagnosticSettings/*;Storage Account Contributor;Storage Account Contributor(9)
"""I need to create, update, or read the diagnostic setting for Analysis Server.""";Microsoft.Insights/diagnosticSettings/*;Storage Account Contributor;Storage Account Contributor(9)
"""I need to create, update, or read the diagnostic setting for Analysis Server.""";Microsoft.Insights/diagnosticSettings/*;Storage Account Contributor;Storage Account Contributor(9)
"""I need to create, update, or read the diagnostic setting for Analysis Server.""";Microsoft.Insights/diagnosticSettings/*;Storage Account Contributor;Storage Account Contributor(9)
"""I need to create, update, or read the diagnostic setting for Analysis Server.""";Microsoft.Insights/diagnosticSettings/*;Storage Account Contributor;Storage Account Contributor(9)
"""I need to return the list of available skus.""";Microsoft.DataProtection/locations/checkFeatureSupport/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68), Backup MUA Admin(26)
"""I need to return the list of available skus.""";Microsoft.DataProtection/locations/checkFeatureSupport/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68), Backup MUA Admin(26)
"""I need to return the list of available skus.""";Microsoft.DataProtection/locations/checkFeatureSupport/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68), Backup MUA Admin(26)
"""I need to return the list of available skus.""";Microsoft.DataProtection/locations/checkFeatureSupport/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68), Backup MUA Admin(26)
"""I need to return the list of available skus.""";Microsoft.DataProtection/locations/checkFeatureSupport/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68), Backup MUA Admin(26)
"""I need to retrieve and delete a message.""";Microsoft.RecoveryServices/Vaults/backupResourceGuardProxies/delete;Backup Operator;Backup Operator(102), Backup Contributor(86)
"""I need to retrieve and delete a message.""";Microsoft.RecoveryServices/Vaults/backupResourceGuardProxies/delete;Backup Operator;Backup Operator(102), Backup Contributor(86)
"""I need to retrieve and delete a message.""";Microsoft.RecoveryServices/Vaults/backupResourceGuardProxies/delete;Backup Operator;Backup Operator(102), Backup Contributor(86)
"""I need to retrieve and delete a message.""";Microsoft.RecoveryServices/Vaults/backupResourceGuardProxies/delete;Backup Operator;Backup Operator(102), Backup Contributor(86)
"""I need to retrieve and delete a message.""";Microsoft.RecoveryServices/Vaults/backupResourceGuardProxies/delete;Backup Operator;Backup Operator(102), Backup Contributor(86)
"""I need to return Storage Configuration for Recovery Services Vault.""";Microsoft.RecoveryServices/Vaults/backupstorageconfig/*;Backup Operator;Backup Operator(102), Backup Contributor(86)
"""I need to return Storage Configuration for Recovery Services Vault.""";Microsoft.RecoveryServices/Vaults/backupstorageconfig/*;Backup Operator;Backup Operator(102), Backup Contributor(86)
"""I need to return Storage Configuration for Recovery Services Vault.""";Microsoft.RecoveryServices/Vaults/backupstorageconfig/*;Backup Operator;Backup Operator(102), Backup Contributor(86)
"""I need to return Storage Configuration for Recovery Services Vault.""";Microsoft.RecoveryServices/Vaults/backupstorageconfig/*;Backup Operator;Backup Operator(102), Backup Contributor(86)
"""I need to return Storage Configuration for Recovery Services Vault.""";Microsoft.RecoveryServices/Vaults/backupstorageconfig/*;Backup Operator;Backup Operator(102), Backup Contributor(86)
"""I need to return all containers belonging to the subscription.""";Microsoft.Storage/storageAccounts/blobServices/containers/read;Storage Account Backup Contributor;Storage Account Backup Contributor(18), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to return all containers belonging to the subscription.""";Microsoft.Storage/storageAccounts/blobServices/containers/read;Storage Account Backup Contributor;Storage Account Backup Contributor(18), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to return all containers belonging to the subscription.""";Microsoft.Storage/storageAccounts/blobServices/containers/read;Storage Account Backup Contributor;Storage Account Backup Contributor(18), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to return all containers belonging to the subscription.""";Microsoft.Storage/storageAccounts/blobServices/containers/read;Storage Account Backup Contributor;Storage Account Backup Contributor(18), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to return all containers belonging to the subscription.""";Microsoft.Storage/storageAccounts/blobServices/containers/read;Storage Account Backup Contributor;Storage Account Backup Contributor(18), Avere Operator(14), Storage Blob Data Contributor(9), Defender for Storage Data Scanner(4), Storage Blob Data Reader(3)
"""I need to return CRR Operation Result for Recovery Services Vault.""";Microsoft.RecoveryServices/locations/backupCrrOperationResults/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to return CRR Operation Result for Recovery Services Vault.""";Microsoft.RecoveryServices/locations/backupCrrOperationResults/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to return CRR Operation Result for Recovery Services Vault.""";Microsoft.RecoveryServices/locations/backupCrrOperationResults/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to return CRR Operation Result for Recovery Services Vault.""";Microsoft.RecoveryServices/locations/backupCrrOperationResults/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to return CRR Operation Result for Recovery Services Vault.""";Microsoft.RecoveryServices/locations/backupCrrOperationResults/read;Backup Operator;Backup Operator(102), Backup Reader(68)
"""I need to get ResourceGuard default operation request info.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/resourceGuards/read;Backup MUA Admin;Backup MUA Admin(26)
"""I need to get ResourceGuard default operation request info.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/resourceGuards/read;Backup MUA Admin;Backup MUA Admin(26)
"""I need to get ResourceGuard default operation request info.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/resourceGuards/read;Backup MUA Admin;Backup MUA Admin(26)
"""I need to get ResourceGuard default operation request info.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/resourceGuards/read;Backup MUA Admin;Backup MUA Admin(26)
"""I need to get ResourceGuard default operation request info.""";Microsoft.DataProtection/subscriptions/resourceGroups/providers/resourceGuards/read;Backup MUA Admin;Backup MUA Admin(26)
"""I need to delete table entities.""";Microsoft.Storage/storageAccounts/tableServices/entities/delete;NONE;NONE
"""I need to delete table entities.""";Microsoft.Storage/storageAccounts/tableServices/entities/delete;NONE;NONE
"""I need to delete table entities.""";Microsoft.Storage/storageAccounts/tableServices/entities/delete;NONE;NONE
"""I need to delete table entities.""";Microsoft.Storage/storageAccounts/tableServices/entities/delete;NONE;NONE
"""I need to delete table entities.""";Microsoft.Storage/storageAccounts/tableServices/entities/delete;NONE;NONE
"""I need to validate the shipping address and provide alternate addresses if any.""";Microsoft.Databox/locations/validateAddress/action;Data Box Reader;Data Box Reader(10)
"""I need to validate the shipping address and provide alternate addresses if any.""";Microsoft.Databox/locations/validateAddress/action;Data Box Reader;Data Box Reader(10)
"""I need to validate the shipping address and provide alternate addresses if any.""";Microsoft.Databox/locations/validateAddress/action;Data Box Reader;Data Box Reader(10)
"""I need to validate the shipping address and provide alternate addresses if any.""";Microsoft.Databox/locations/validateAddress/action;Data Box Reader;Data Box Reader(10)
"""I need to validate the shipping address and provide alternate addresses if any.""";Microsoft.Databox/locations/validateAddress/action;Data Box Reader;Data Box Reader(10)
"""I need to return status of the operation.""";Microsoft.RecoveryServices/locations/operationStatus/read;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to return status of the operation.""";Microsoft.RecoveryServices/locations/operationStatus/read;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to return status of the operation.""";Microsoft.RecoveryServices/locations/operationStatus/read;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to return status of the operation.""";Microsoft.RecoveryServices/locations/operationStatus/read;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to return status of the operation.""";Microsoft.RecoveryServices/locations/operationStatus/read;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to validate for backup of Backup Instance.""";Microsoft.DataProtection/backupVaults/validateForBackup/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to validate for backup of Backup Instance.""";Microsoft.DataProtection/backupVaults/validateForBackup/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to validate for backup of Backup Instance.""";Microsoft.DataProtection/backupVaults/validateForBackup/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to validate for backup of Backup Instance.""";Microsoft.DataProtection/backupVaults/validateForBackup/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to validate for backup of Backup Instance.""";Microsoft.DataProtection/backupVaults/validateForBackup/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to find Restorable Time Ranges.""";Microsoft.DataProtection/backupVaults/backupInstances/findRestorableTimeRanges/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
"""I need to find Restorable Time Ranges.""";Microsoft.DataProtection/backupVaults/backupInstances/findRestorableTimeRanges/action;Backup Operator;Backup Operator(102), Backup Contributor(86), Backup Reader(68)
